object			
volume	27898	Littré-Gilbert (21e éd.)	1908
orth	Frôlement		
term	Frôlement hydatique		
term	Frôlement péricardique ou pleural		
entry	Fromage	0	
orth	Fromage		
entry	Fromager	1	
orth	Fromager		
pb	697	0707	
entry	Froment	0	
orth	Froment		
entry	Fronde	0	
orth	Fronde		
foreign	frunda	lat	
foreign	σφενδόνη	grc	
foreign	Schleuder	deu	
foreign	sling	eng	
foreign	fonda	ita	
foreign	fronda	spa	
term	Fronde de la tête		
clique	Fronde de la tête | Bandage | Bandage des pauvres		
term	Fronde de Santorini		
clique	Fronde de Santorini		
entry	Front	0	
orth	Front		
foreign	frons	lat	
foreign	μέτωπον	grc	
foreign	Stirn	deu	
foreign	forehead	eng	
foreign	fronte	ita	
foreign	frent	spa	
clique	Coronal		
clique	Frontal		
term	Front anguleux, front fuyant		
clique	Front anguleux, front fuyant | Dégradation		
entry	Frontal	0	
orth	Frontal		
term	Artère frontale externe		
term	Artère frontale interne		
term	Lobe frontal		
term	Muscle frontal		
term	Nerf frontal		
term	Os frontal ou coronal		
term	Sinus frontaux		
term	Suture frontale ou		
term	Veine frontale ou préparate		
entry	Frontal	0	
orth	Frontal		
entry	Fronto-ethmoïdal	0	
orth	Fronto-ethmoïdal		
term	Trou fronto-ethmoïdal		
entry	Fronto-nasal	0	
orth	Fronto-nasal		
entry	Fronto-pariétal	0	
orth	Fronto-pariétal		
term	fronto-parietalis		
term	Suture fronlo-pariétale		
entry	Fronto-sourcilier	0	
orth	Fronto-sourcilier		
pb	698	0708	
entry	Frottement	0	
orth	Frottement		
term	Bruit de frottement ascendant et descendant		
term	Frottement péricardique		
term	Frottement péritonéal		
term	Frottement sous-scapulaire		
entry	Fruit	0	
orth	Fruit		
term	fruit		
term	Fruits béchiques ou pectoraux		
term	Fruits rouges		
term	Sucre des fruits		
term	Fruit		
entry	Frustratoire	0	
orth	Frustratoire		
entry	F. S. A.	0	
orth	F. S. A.		
entry	Fuchsia	0	
orth	Fuchsia		
entry	Fuchsiamine	0	
orth	Fuchsiamine		
entry	Fuchsine	0	
orth	Fuchsine		
entry	Fucine	0	
orth	Fucine		
entry	Fucus	0	
orth	Fucus		
term	Fucus crispus		
term	Fucus lichénoïde		
term	Fucus vesiculosus		
entry	Fuencaliente	0	
orth	Fuencaliente		
entry	Fuensenta de Lorca	0	
orth	Fuensenta de Lorca		
entry	Fuente-Alamo	0	
orth	Fuente-Alamo		
entry	Fuente-Amargosa	0	
orth	Fuente-Amargosa		
entry	Fuente-Podrida	0	
orth	Fuente-Podrida		
entry	Fuente-Santa de Gayangos	0	
orth	Fuente-Santa de Gayangos		
entry	Fugace	0	
orth	Fugace		
entry	Fulgurant	0	
orth	Fulgurant		
term	Douleur fulgurante		
clique	Douleur fulgurante		
entry	Fulguration	0	
orth	Fulguration		
entry	Fulgurite	0	
orth	Fulgurite		
entry	Fuligine	0	
orth	Fuligine		
entry	Fuligineux	1	
orth	Fuligineux		
pb	699	0709	
entry	Fuliginosite	0	
orth	Fuliginosite		
foreign	russtchler Zungenbeleg	deu	
foreign	fuliginosily	eng	
foreign	fuliggine	ita	
foreign	fuliginosidad	spa	
entry	Fuligo	0	
orth	Fuligo		
entry	Fuligokali	0	
orth	Fuligokali		
entry	Fuller	0	
orth	Fuller		
term	Pilules de Fuller		
clique	Pilules de Fuller | Pilules | Pilules bénites		
entry	Fulmicoton	0	
orth	Fulmicoton		
clique	Pyroxyle		
entry	Fulminant	0	
orth	Fulminant		
term	Capsule fulminante		
term	Poudre fulminante		
entry	Fulminate	0	
orth	Fulminate		
term	Fulminate d’argent		
term	Fulminate de mercure		
entry	Fulmination	0	
orth	Fulmination		
entry	Fulminique	0	
orth	Fulminique		
term	Acide fulminique		
entry	Fulminose	0	
orth	Fulminose		
entry	Fumades	0	
orth	Fumades		
entry	Fumant, Anté	0	
orth	Fumant		
orth	Anté		
term	Clou fumant		
term	Liqueur fumante		
entry	Fumaria	0	
orth	Fumaria		
clique	Fumeterre		
entry	Fumarine	0	
orth	Fumarine		
entry	Fumarique	0	
orth	Fumarique		
term	Acide fümarique		
entry	Fumée	0	
orth	Fumée		
term	Noir de fumée		
entry	Fumeterre	0	
orth	Fumeterre		
term	Fumelerre officinale		
entry	Fumeur	0	
orth	Fumeur		
entry	Fumigation	1	
orth	Fumigation		
term	Fumigations émollientes		
term	Fumigations excitantes		
term	Fumigations sèches		
pb	700	0710	
term	mercurielles		
term	Fumigations guytoniennes		
entry	Fumigatoire	0	
orth	Fumigatoire		
entry	Funiculaire	0	
orth	Funiculaire		
term	Artère funiculaire		
entry	Funiculite	0	
orth	Funiculite		
entry	Funiculus	0	
orth	Funiculus		
entry	Fured	0	
orth	Fured		
entry	Fureur	0	
orth	Fureur		
term	Fureur épileptique		
term	grand mal intellectuel		
term	Fureur utérine		
entry	Furfur	0	
orth	Furfur		
term	Microsporon furfur		
clique	Microsporon furfur | Microsporon		
entry	Furfuracé	0	
orth	Furfuracé		
term	Exanthème furfuracé		
entry	Furfural	0	
orth	Furfural		
entry	Furfurol, Furfural	0	
orth	Furfurol		
orth	Furfural		
entry	Furie infernale	0	
orth	Furie infernale		
term	Fou furieux		
term	Manie furieuse		
entry	Furoncle	0	
orth	Furoncle		
entry	Furonculeux	0	
orth	Furonculeux		
term	Diathèse furonculeuse		
entry	Furonculose	0	
orth	Furonculose		
entry	Fusain	1	
orth	Fusain		
pb	701	0711	
term	gine		
entry	Fuscine	0	
orth	Fuscine		
entry	Fuseau	0	
orth	Fuseau		
term	Fuseau de direction		
clique	Fuseau de direction		
entry	Fusée	0	
orth	Fusée		
entry	Fusel-oil	0	
orth	Fusel-oil		
entry	Fusiforme	0	
orth	Fusiforme		
term	Bougie fusiforme		
term	Circonvolution fusiforme		
term	Corps, cellule, fibre fusiforme		
term	Lobule fusiforme		
entry	Fusion	0	
orth	Fusion		
term	Fusion des secousses musculaires		
term	Fusion		
entry	Fusocellulaire	0	
orth	Fusocellulaire		
entry	Fustel, Fustet	0	
orth	Fustel		
orth	Fustet		
foreign	Gelbholtz	deu	
foreign	shumac	eng	
foreign	scotano	ita	
entry	Fustine	0	
orth	Fustine		
entry	Fy	0	
orth	Fy		
clique	Fi		
entry	Gabian	0	
orth	Gabian		
term	Huile de Gabian		
clique	Huile de Gabian | Pétrole		
entry	Gadara	0	
orth	Gadara		
entry	Gadidés, Gadoïdes	0	
orth	Gadidés		
orth	Gadoïdes		
entry	Gadinière	0	
orth	Gadinière		
entry	Gadinine	0	
orth	Gadinine		
entry	Gadinique	0	
orth	Gadinique		
term	Acide gadinique		
clique	Acide gadinique		
entry	Gadoue	0	
orth	Gadoue		
entry	Gaduine	0	
orth	Gaduine		
entry	Gaïac	1	
orth	Gaïac		
pb	702	0712	
term	Gaïac saint		
entry	Gaïacine	0	
orth	Gaïacine		
entry	Gaïacol	0	
orth	Gaïacol		
clique	Injections huileuses·; | Injections		
term	Benzoate de gaïacol		
clique	Benzoate de gaïacol | Benzoate		
term	Carbonate de gaïacol		
clique	Carbonate de gaïacol		
term	Ethylénate de gaïacol		
clique	Ethylénate de gaïacol		
term	Phosphate de gaïacol		
clique	Phosphate de gaïacol | Phosphate		
entry	Gaïacyl	0	
orth	Gaïacyl		
entry	Gaiakinol	0	
orth	Gaiakinol		
term	dibromogaïacolale de quinine		
clique	dibromogaïacolale de quinine		
entry	Gaillet	0	
orth	Gaillet		
entry	Gaine	0	
orth	Gaine		
term	Gaine de l’apophyse styloïde		
term	Gaine de Herde		
term	Gaine de Maat huer		
term	Gaine radiculaire		
term	Gaine de Schn ann		
term	Gaine de la veine porte		
entry	Gaïol	0	
orth	Gaïol		
clique	Gaïacol		
entry	Gais	0	
orth	Gais		
entry	Galactagogues	0	
orth	Galactagogues		
foreign	milchtreibend	deu	
foreign	galactagogue	eng	
entry	Galactie	0	
orth	Galactie		
entry	Galactine	0	
orth	Galactine		
entry	Galactocèle	0	
orth	Galactocèle		
entry	Galactodendron	0	
orth	Galactodendron		
clique	Arbre à la vache | Arbre		
entry	Galactogènes	1	
orth	Galactogènes		
pb	703	0713	
entry	Galactoïde, Galactode	0	
orth	Galactoïde		
orth	Galactode		
entry	Galactomètre	0	
orth	Galactomètre		
entry	Galactophage	0	
orth	Galactophage		
entry	Galactophore	0	
orth	Galactophore		
entry	Galactophore	0	
orth	Galactophore		
term	Canaux galactophores		
clique	Canaux galactophores		
entry	Galactophores	0	
orth	Galactophores		
entry	Galactophorite	0	
orth	Galactophorite		
entry	Galactophtisie	0	
orth	Galactophtisie		
foreign	galadophthisis	lat	
entry	Galactopoèse	0	
orth	Galactopoèse		
entry	Galactopoétioue, Galactopoiétique	0	
orth	Galactopoétioue		
orth	Galactopoiétique		
foreign	galactopœeticus	lat	
clique	Galactagogues		
term	Poudre galactopoétique		
clique	Poudre galactopoétique | Poudre		
entry	Galactoposie	0	
orth	Galactoposie		
entry	Galactopote	0	
orth	Galactopote		
entry	Galactopyre	0	
orth	Galactopyre		
entry	Galactorrhée	0	
orth	Galactorrhée		
entry	Galactorrhéique	0	
orth	Galactorrhéique		
entry	Galactoscope	0	
orth	Galactoscope		
entry	Galactose	0	
orth	Galactose		
entry	Galactose	0	
orth	Galactose		
entry	Galacturie	0	
orth	Galacturie		
entry	Galanga	0	
orth	Galanga		
entry	Galanthine	0	
orth	Galanthine		
term	Galanthus nivalis, L.		
clique	Galanthus nivalis, L.		
entry	Galazyme, Galactozyme	1	
orth	Galazyme		
orth	Galactozyme		
pb	704	0714	
entry	Galba	0	
orth	Galba		
entry	Galbanum	0	
orth	Galbanum		
entry	Gale	0	
orth	Gale		
term	Gale bédouine		
term	Gale des épiciers		
term	Gale des paupières		
entry	Galé	0	
orth	Galé		
term	Galé odorant		
entry	Galéanthropie	0	
orth	Galéanthropie		
entry	Galeati	0	
orth	Galeati		
entry	Galéga	0	
orth	Galéga		
pb	705	0715	
entry	Galenique	0	
orth	Galenique		
foreign	galenicus	lat	
foreign	galenisch	deu	
foreign	galenic	eng	
foreign	galenico	ita	
foreign	galenico	spa	
term	Remèdes galéniques		
clique	Remèdes galéniques		
entry	Galénisme	0	
orth	Galénisme		
entry	Galéniste	0	
orth	Galéniste		
entry	Galéode	0	
orth	Galéode		
entry	Galéopside	0	
orth	Galéopside		
foreign	galeopsis ochroleuca	lat	
entry	Galera	0	
orth	Galera		
entry	Galeux	0	
orth	Galeux		
entry	Galianconisme	0	
orth	Galianconisme		
entry	Galien	0	
orth	Galien		
term	Bandage, de Galien		
term	Cérat de Galien		
term	Veine de Galien		
entry	Galiotte	0	
orth	Galiotte		
entry	Galipea	0	
orth	Galipea		
clique	Angusture		
entry	Galipot	0	
orth	Galipot		
entry	Galium	0	
orth	Galium		
clique	Caille-lait		
entry	Gallacétophénone	0	
orth	Gallacétophénone		
entry	Gallanol	0	
orth	Gallanol		
term	gallol, gallanilite, gallinol		
clique	gallol, gallanilite, gallinol		
entry	Gallao	0	
orth	Gallao		
entry	Gallate	0	
orth	Gallate		
term	üô		
entry	Galle	0	
orth	Galle		
entry	Galleraje	0	
orth	Galleraje		
entry	Gallicine	0	
orth	Gallicine		
entry	Gallique	1	
orth	Gallique		
term	Acide gallique		
pb	706	0716	
entry	Gallium	0	
orth	Gallium		
entry	Gallobromol	0	
orth	Gallobromol		
entry	Gallo-tannate	0	
orth	Gallo-tannate		
entry	Gallo-tannique	0	
orth	Gallo-tannique		
term	Acide gallo-tannique		
clique	Acide gallo-tannique		
entry	Gallulmique	0	
orth	Gallulmique		
clique	Métagallique		
entry	Galop	0	
orth	Galop		
term	Bruit de galop		
entry	Galopant	0	
orth	Galopant		
term	Phtisie galopante		
entry	Galton	0	
orth	Galton		
term	Sifflet de Galton		
clique	Sifflet de Galton		
entry	Galvanique	0	
orth	Galvanique		
entry	Galvanisation	0	
orth	Galvanisation		
term	Galvanisation par influence		
entry	Galvanisé	0	
orth	Galvanisé		
term	Fer galvanisé		
entry	Galvanisme	0	
orth	Galvanisme		
term	Électricité de contact		
entry	Galvanocaustique	1	
orth	Galvanocaustique		
term	Galvanocaustique thermique		
pb	707	0717	
term	Instruments galvanocaustiques		
term	Galvanocaustique chimique		
entry	Galvanocautère	0	
orth	Galvanocautère		
clique	Galvanocaustiques		
entry	Galvanofaradisation	1	
orth	Galvanofaradisation		
pb	708	0718	
entry	Galvano-magnétisme	0	
orth	Galvano-magnétisme		
entry	Galvanomètre	0	
orth	Galvanomètre		
term	Galvanomètre		
term	Galvanomètre apériodique		
entry	Galvanoplastie	0	
orth	Galvanoplastie		
entry	Galvano-puncture	0	
orth	Galvano-puncture		
entry	Galvanoscopie	0	
orth	Galvanoscopie		
entry	Galvanoscopique	0	
orth	Galvanoscopique		
term	Contraction galvanoscopique		
clique	Contraction galvanoscopique		
term	Pattegalvanoscopique		
clique	Pattegalvanoscopique		
entry	Galvanotherapie	0	
orth	Galvanotherapie		
clique	Électrothérahe		
entry	Galvanotropisme	0	
orth	Galvanotropisme		
entry	Gamarde	0	
orth	Gamarde		
term	Eau sulfureuse		
clique	Eau sulfureuse		
entry	Gamase	0	
orth	Gamase		
entry	Gambier, Gambir	0	
orth	Gambier		
orth	Gambir		
entry	Gambodique	0	
orth	Gambodique		
term	Acide gambodique		
clique	Acide gambodique		
entry	Gamète	0	
orth	Gamète		
entry	Gamme	0	
orth	Gamme		
term	Gamme chromatique		
entry	Gamomanie, Gaménomanie	0	
orth	Gamomanie		
orth	Gaménomanie		
entry	Gandesa	0	
orth	Gandesa		
entry	Gangliforme	0	
orth	Gangliforme		
term	Plexus gangltforme		
entry	Ganglhte	1	
orth	Ganglhte		
foreign	Ganghenentzündung	deu	
pb	709	0719	
entry	Ganglioma	0	
orth	Ganglioma		
entry	Ganglion	0	
orth	Ganglion		
term	Ganglion d’Andersch		
term	Ganglion d’Arnold		
term	Ganglion de Ridder, de Ludwig, de Remak		
term	Ganglion cardiaque		
term	Ganglion carotidien ou caverneux		
term	Ganglion cervical		
term	Ganglion ciliaire		
term	Ganglion d’Ehrenritter ou jugulaire		
term	Ganglion de Gasser		
term	Ganglion gastroépiploïque		
term	Ganglion géniculé		
term	Ganglion induré		
term	Ganglions inférieurs du cerveau		
term	Ganglion lenticulaire		
term	Ganglion de Neckel		
term	Ganglion mésentérique		
term	Ganglion naso-palatin		
term	Ganglion olivaire		
term	Ganglion ophtalmique		
term	Ganglion otique		
term	Ganglion plexiforme		
term	Ganglion semi-lunaire		
term	Ganglion solaire		
term	Ganglion sous-maxillaire		
term	Ganglion sphénoïdal		
term	Ganglion sphéno-palatin		
term	Ganglion strumeux		
term	Ganglions supérieurs		
term	Ganglion de		
term	Ganglion crépitant d’Acrel		
term	Ganglion périosté		
entry	Ganglionite	0	
orth	Ganglionite		
entry	Ganglionnaire	0	
orth	Ganglionnaire		
term	Cellules, corpuscules, globules ganglionnaires		
term	Fièvre ganglionnaire		
term	Système ganglionnaire		
term	Tissu ganglionnaire		
entry	Gangrène	2	
orth	Gangrène		
pb	710	0720	
term	Gangrène bénigne des paupières		
term	Gangrène de la bouche		
term	Gangrène diphlérilique		
term	Gangrène gazeuse		
pb	711	0721	
term	sematosœ		
term	Gangrène glycoémique		
term	Gangrène d’hôpital		
term	Gangrène moléculaire		
term	Gangrène du poumon		
term	Gangrène scorbutique des gencives		
term	Gangrène sénile, sèche, spontanée, ou par artérite		
term	Gangrène symétrique des extrémités		
entry	Gangreneux	0	
orth	Gangreneux		
foreign	brandicht	deu	
foreign	brandig	deu	
term	Angine gangreneuse		
clique	Angine gangreneuse | Angine		
term	Érysipèle gangreneux		
clique	Érysipèle gangreneux | Érysipèle		
entry	Gangue	0	
orth	Gangue		
entry	Ganja	0	
orth	Ganja		
entry	Gant	0	
orth	Gant		
term	Gant de Notre-Dame		
entry	Gantelée	0	
orth	Gantelée		
entry	Gantelet	0	
orth	Gantelet		
entry	Garance	0	
orth	Garance		
entry	Garancine	0	
orth	Garancine		
entry	Garapatte	0	
orth	Garapatte		
foreign	Ixodes Nigua	lat	
entry	Garcinia	0	
orth	Garcinia		
term	Garcinia Mangostana L.		
clique	Garcinia Mangostana L. | Mangoustan		
entry	Garde-malade	1	
orth	Garde-malade		
pb	712	0722	
entry	Garde-robe	0	
orth	Garde-robe		
entry	Gardone-Riviera	0	
orth	Gardone-Riviera		
term	Station d’hiver		
clique	Station d’hiver		
entry	Garengeot	0	
orth	Garengeot		
term	Clef de Garengeot		
entry	Gargarisme	0	
orth	Gargarisme		
term	Gargarisme acidulé		
term	Gargarisme adoucissant		
term	Gargarisme antiscorbutique		
term	Gargarisme antiseptique		
term	Gargarisme antisyphilitique		
term	Gargarisme astringent		
term	Gargarisme astringent de Jannarl		
term	Gargarisme boraté		
term	Gargarisme au chlorate de potasse		
term	Gargarisme chlorhydrique		
term	Gargarisme chloruré		
term	Gargarisme créosoté		
term	Gargarisme détersif		
term	Gargarisme émollient		
term	Gargarisme mercuriel		
term	Gargarisme d’opiacé		
term	Gargarisme sulfurique		
entry	Gargouillement	0	
orth	Gargouillement		
entry	Garou	0	
orth	Garou		
entry	Garris	0	
orth	Garris		
entry	Garrot	0	
orth	Garrot		
entry	Garum	0	
orth	Garum		
entry	Garus	0	
orth	Garus		
term	Élixir de Garus		
entry	Gasser	0	
orth	Gasser		
term	Ganglion de Gasser		
entry	Gassérite	0	
orth	Gassérite		
entry	Gastein	1	
orth	Gastein		
pb	713	0723	
entry	Gasteranax	0	
orth	Gasteranax		
entry	Gastérangemphraxie	0	
orth	Gastérangemphraxie		
entry	Gastérase	0	
orth	Gastérase		
entry	Gastralgie	0	
orth	Gastralgie		
entry	Gastrectasie	0	
orth	Gastrectasie		
entry	Gastrectomie	0	
orth	Gastrectomie		
entry	Gastricisme	0	
orth	Gastricisme		
entry	Gastricité	0	
orth	Gastricité		
entry	Gastricole	0	
orth	Gastricole		
entry	Gastriloque	0	
orth	Gastriloque		
entry	Gastrique	1	
orth	Gastrique		
term	Artères gastriques		
term	Follicules gastriques		
term	Nerfs gastriques		
term	Plexus gastrique		
term	Suc gastrique		
pb	714	0724	
term	Crise gastrique		
term	Embarras gastrique		
term	Fièvre gastrique		
term	Saburre gastrique		
entry	Gastrite	0	
orth	Gastrite		
term	Gastrite interstitielle		
term	Gastrite mixte		
term	Gastrite parenchymateuse		
term	Gastrite phlegmoneuse		
entry	Gastritie	0	
orth	Gastritie		
entry	Gastro-arthrite	0	
orth	Gastro-arthrite		
entry	Gastrobrosie	0	
orth	Gastrobrosie		
foreign	gastrobrosia	ita	
entry	Gastrocèle	0	
orth	Gastrocèle		
entry	Gastrocnémien	0	
orth	Gastrocnémien		
foreign	gastrocnemii	lat	
foreign	Wadenmuskel	deu	
foreign	gastrocnemio	ita	
clique	Jumeaux		
entry	Gastro-colique	0	
orth	Gastro-colique		
term	Épiploon gastro-colique		
term	Veine gastro-colique		
entry	Gastro-colite	0	
orth	Gastro-colite		
entry	Gastro-diaphanie	1	
orth	Gastro-diaphanie		
pb	715	0725	
entry	Gastrodidyme	0	
orth	Gastrodidyme		
clique	Psodyme		
entry	Gastro-disque	0	
orth	Gastro-disque		
entry	Gastro-duodénite	0	
orth	Gastro-duodénite		
entry	Gastrodynie	0	
orth	Gastrodynie		
entry	Gastro-élytrotomie	0	
orth	Gastro-élytrotomie		
entry	Gastro-entéralgie	0	
orth	Gastro-entéralgie		
entry	Gastro-entérite	0	
orth	Gastro-entérite		
term	Gastro-entérite folliculeuse		
term	Gastro-entérite des nègres		
entry	Gastro-entérostomie	0	
orth	Gastro-entérostomie		
clique	Murphy		
entry	Gastro-épiploïque	0	
orth	Gastro-épiploïque		
term	Artères gastro-épiploïques		
term	Ganglions gastro-épiploïques		
term	Nerfs gastro-épiploïques		
term	Veines gastro-épiploïques		
entry	Gastro-hépatique	0	
orth	Gastro-hépatique		
term	Artère gastro-hépatique		
term	Épiploon gastro-hépatique		
entry	Gastro-hystéropexie, Gastro-hystérorrhaphie, Gastro-hystérosynaphie	0	
orth	Gastro-hystéropexie		
orth	Gastro-hystérorrhaphie		
orth	Gastro-hystérosynaphie		
clique	Hystéropexie		
entry	Gastro-hystérotomie	0	
orth	Gastro-hystérotomie		
entry	Gastro-intestinal	0	
orth	Gastro-intestinal		
entry	Gastromalacie	0	
orth	Gastromalacie		
entry	Gastromèle	0	
orth	Gastromèle		
entry	Gastromélie	0	
orth	Gastromélie		
entry	Gastroplastie	0	
orth	Gastroplastie		
entry	Gastroplégie	0	
orth	Gastroplégie		
entry	Gastroplication	0	
orth	Gastroplication		
entry	Gastroptose	0	
orth	Gastroptose		
entry	Gastro-pylorique	0	
orth	Gastro-pylorique		
entry	Gastrorragie	0	
orth	Gastrorragie		
foreign	gastrorrhagia	lat	
foreign	Magenblutung	deu	
foreign	Blutbrechen	deu	
foreign	gastrorrhage	eng	
foreign	gastrorragia	ita	
entry	Gastrorraphie, Gastroraph	0	
orth	Gastrorraphie		
orth	Gastroraph		
foreign	gastrorrhaphia	lat	
foreign	Bauchnaht	deu	
foreign	gastroraphy	eng	
foreign	gastrorafia	ita	
foreign	gastrorrafia	spa	
clique	Suture		
entry	Gastrorrhée	1	
orth	Gastrorrhée		
pb	716	0726	
entry	Gastroscopie	0	
orth	Gastroscopie		
entry	Gastrose	0	
orth	Gastrose		
entry	Gastro-spasme	0	
orth	Gastro-spasme		
entry	Gastro-splénique	0	
orth	Gastro-splénique		
term	Épiploon		
term	ligament gastro-splénique		
term	Vaisseaux gastro-spléniques ou spléno-gastriques		
entry	Gastrosténose	0	
orth	Gastrosténose		
entry	Gastrostomie	0	
orth	Gastrostomie		
entry	Gastro-succorrhée	0	
orth	Gastro-succorrhée		
clique	Pylore		
entry	Gastrotomie	0	
orth	Gastrotomie		
entry	Gastro-tubotomie	1	
orth	Gastro-tubotomie		
pb	717	0727	
entry	Gastroxie	0	
orth	Gastroxie		
term	Gastroxie nerveuse		
clique	Gastroxie nerveuse		
entry	Gastroxynsis	0	
orth	Gastroxynsis		
entry	Gastrula	0	
orth	Gastrula		
entry	Gatéado	0	
orth	Gatéado		
entry	Gâteau	0	
orth	Gâteau		
foreign	breite Winke	deu	
term	Gâteau fébrile		
clique	Gâteau fébrile		
term	Gâteau vlacentaire		
clique	Gâteau vlacentaire		
entry	Gâteux, Gâteuse	0	
orth	Gâteux		
orth	Gâteuse		
entry	Gâtisme	0	
orth	Gâtisme		
entry	Gattilier	0	
orth	Gattilier		
entry	Gaucher	0	
orth	Gaucher		
term	Maladie de Gaucher		
clique	Maladie de Gaucher		
term	Traitement de Gaucher		
clique	Traitement de Gaucher		
entry	Gaude	0	
orth	Gaude		
entry	Gaulthérie	0	
orth	Gaulthérie		
term	Gaullheria procumbens		
entry	Gauthersbad	0	
orth	Gauthersbad		
entry	Gava	0	
orth	Gava		
entry	Gavage	1	
orth	Gavage		
pb	718	0728	
entry	Gaveur	0	
orth	Gaveur		
term	Maladie des gaveurs de pigeon		
clique	Maladie des gaveurs de pigeon		
entry	Gaviria	0	
orth	Gaviria		
entry	Gayac	0	
orth	Gayac		
entry	Gay-Lussac	0	
orth	Gay-Lussac		
entry	Gaz	0	
orth	Gaz		
term	Gaz acide marin		
term	Gaz ammoniac		
term	Gaz bromhydrique		
term	Gaz crayeux		
term	Gaz délétère		
term	Gaz déphlogisliqué		
term	Gaz de l’éclairage		
term	Gaz de l’estomac		
term	Gaz hépatique		
term	Gaz hilarant		
term	Gaz intestinaux		
term	Gaz liquide		
term	Gaz méphitique		
term	Gaz muriatique		
term	Gaz nitreux		
term	Gaz oléfiant		
term	Gaz oxy muriatique		
term	Gaz phlogistiqué		
term	Gaz rutilant		
term	Gaz sylvestre		
entry	Gaze	0	
orth	Gaze		
term	Gaze antiseptique		
clique	Gaze antiseptique		
entry	Gazéol	0	
orth	Gazéol		
entry	Gazeux	0	
orth	Gazeux		
term	Potion gazeuse		
term	Tumeurs gazeuses		
entry	Gazifère	0	
orth	Gazifère		
term	Poudre gazifère		
entry	Gazogène	0	
orth	Gazogène		
entry	Gazo-injecteur	0	
orth	Gazo-injecteur		
entry	Gazost	0	
orth	Gazost		
clique	Argelès-gazost		
entry	Géant	0	
orth	Géant		
entry	Géantisme	0	
orth	Géantisme		
entry	Gebangan	0	
orth	Gebangan		
entry	Geilnau	0	
orth	Geilnau		
entry	Géissine	0	
orth	Géissine		
clique	Géissospermine		
entry	Géissospermine	1	
orth	Géissospermine		
pb	719	0729	
entry	Géissospermum	0	
orth	Géissospermum		
entry	Gélatine	0	
orth	Gélatine		
term	Sucre de gélatine		
term	Gélatine de la corne, des cheveux et des ongles		
term	Gélatine de Warthon		
entry	Gélatiné	0	
orth	Gélatiné		
term	Bandage gélatiné et alcoolisé		
term	Sérum gélatiné		
entry	Gélatineux	0	
orth	Gélatineux		
term	Aliment gélatineux		
term	Bain gélatineux		
term	Capsule gélatineuse		
term	Extrait gélatineux		
entry	Gélatiniforme	0	
orth	Gélatiniforme		
term	Cancer gélatiniforme		
term	Fibre gélatiniforme		
entry	Gélatinisation	1	
orth	Gélatinisation		
term	Gélatinisation du sérum		
pb	720	0730	
entry	Gelée	0	
orth	Gelée		
term	Gelée animale		
term	Gelée végétale		
term	Gelée		
entry	Géléine	0	
orth	Géléine		
entry	Gelidium	0	
orth	Gelidium		
entry	Géline	0	
orth	Géline		
entry	Gélose	0	
orth	Gélose		
entry	Gelsemine	0	
orth	Gelsemine		
entry	Gelsémique	0	
orth	Gelsémique		
term	Acide gelsémique		
clique	Acide gelsémique		
entry	Gelsemium	0	
orth	Gelsemium		
entry	Gélule	0	
orth	Gélule		
term	Gélule		
clique	Gélule		
entry	Gelure	0	
orth	Gelure		
entry	Gémellaire	0	
orth	Gémellaire		
term	Grossesse gémellaire		
entry	Gémellité	0	
orth	Gémellité		
entry	Géminé	0	
orth	Géminé		
entry	Gémisseur	0	
orth	Gémisseur		
entry	Gemmation	1	
orth	Gemmation		
term	Reproduction par gemmation		
pb	721	0731	
entry	Gemmiparité	0	
orth	Gemmiparité		
entry	Génal	0	
orth	Génal		
term	Glande génale		
term	Trait gênai		
entry	Gencive	0	
orth	Gencive		
term	Cartilage des gencives		
term	Fluxion des gencives		
entry	Gendarussa	0	
orth	Gendarussa		
entry	Gêne	0	
orth	Gêne		
term	Gêne circulatoire		
entry	Généagenèse	0	
orth	Généagenèse		
entry	Génépi	0	
orth	Génépi		
entry	Général	0	
orth	Général		
term	Anatomie générale		
term	Maladie ou affection générale		
term	Paralysie générale		
term	Pathologie générale		
term	Physiologie générale		
entry	Généralisation	0	
orth	Généralisation		
entry	Généralité	0	
orth	Généralité		
term	Généralités scientifiques		
entry	Générateur	1	
orth	Générateur		
term	Couche génératrice		
pb	722	0732	
entry	Génératif	0	
orth	Génératif		
entry	Génération	0	
orth	Génération		
term	Excès de génération		
term	Génération accrémentitielle		
term	Génération par accrémentition		
term	Génération alternante		
term	Génération endogène		
term	Génération équivoque		
term	Génération fissipare		
term	Génération gemmipare		
term	Génération hétéromorphe, Génération homœomorphe		
term	Génération par interposition ou interstitielle		
term	Génération spontanée		
term	Génération par substitution		
entry	Générescence	0	
orth	Générescence		
entry	Générescent	0	
orth	Générescent		
entry	Générescible	0	
orth	Générescible		
entry	Générique	0	
orth	Générique		
entry	Genèse	0	
orth	Genèse		
entry	Génésiaque	0	
orth	Génésiaque		
entry	Génésie	0	
orth	Génésie		
entry	Génésique	0	
orth	Génésique		
entry	Genestrolle	0	
orth	Genestrolle		
clique	Genêt des teinturiers | Genêt		
entry	Genet	0	
orth	Genet		
foreign	genista	lat	
foreign	Ginster	deu	
foreign	broom	eng	
foreign	ginestra	ita	
foreign	ginesta	spa	
clique	Scoparine		
clique	Spaxtéine		
entry	Génétique, Génésique	0	
orth	Génétique		
orth	Génésique		
