object			
volume	07399	Castelli	1746
foreign	Chal	ara	
foreign	Mesus	ara	
foreign	Choilolohaceb	ara	
foreign	Chamez	heb	
foreign	ὄξος	grc	
foreign	Vinaigre	fra	
foreign	Aceto	ita	
entry	ACHLYS	0	
orth	ACHLYS		
foreign	Ketamon	ara	
foreign	Adhasfue	ara	
foreign	Adus	ara	
foreign	Agildis	ara	
foreign	ἀχλὺς	grc	
entry	ACHOR, ACHORES	0	
orth	ACHOR		
orth	ACHORES		
foreign	Ameda	ara	
foreign	Saaphati	ara	
foreign	Sagrum	ara	
foreign	Zagrum	ara	
foreign	Sirengi	ara	
foreign	Sehedie	ara	
foreign	ἀχὼρ	grc	
foreign	ἀχῶρες	grc	
entry	ACIDITAS, ACIDUS	0	
orth	ACIDITAS		
orth	ACIDUS		
foreign	Athaib	ara	
foreign	Muchallal	ara	
foreign	Chalala	ara	
foreign	Humuda	ara	
foreign	Muhamid	ara	
foreign	Chamez	heb	
foreign	ὀξύτης	grc	
foreign	ὀξὺς	grc	
foreign	Aigreur	fra	
foreign	Aigre	fra	
foreign	Agrezza	ita	
foreign	Agro	ita	
foreign	Acetoso	ita	
entry	ACROCHORDON	0	
orth	ACROCHORDON		
foreign	Acruharad	ara	
foreign	Aforcan	ara	
foreign	Afrochon	ara	
foreign	Afrochoon	ara	
foreign	Jabbeleth	heb	
foreign	Verrucam	heb	
foreign	ἀκροχόρδων	grc	
foreign	Verrue	fra	
foreign	Acrochordon	fra	
foreign	Porro delle mani	ita	
foreign	Acrocordone	ita	
entry	ACTIO	0	
orth	ACTIO		
foreign	Hetifati	ara	
foreign	Ketf	ara	
foreign	Faal	ara	
foreign	Katef	heb	
foreign	Maaseh	heb	
foreign	ἐνέργεια	grc	
foreign	Acte	fra	
foreign	Action	fra	
foreign	Besogne	fra	
foreign	Azzione	ita	
entry	ACUS	0	
orth	ACUS		
foreign	Ibra	ara	
foreign	Chiac	ara	
foreign	Magac	heb	
foreign	βελόνη	grc	
foreign	Aiguille	fra	
foreign	Ago	ita	
foreign	Almuhe	ara	
foreign	Alechidu	ara	
entry	ACUTUS	0	
orth	ACUTUS		
foreign	Mahdud	ara	
foreign	Chod	ara	
foreign	Harif	ara	
foreign	Chadda	heb	
foreign	Charis	heb	
foreign	Schanun	heb	
foreign	ὀξὺς	grc	
foreign	Aiguisé	fra	
foreign	Aigu	fra	
foreign	Pointu	fra	
foreign	Acuto	ita	
foreign	Pontuto	ita	
entry	ADAMAS	0	
orth	ADAMAS		
foreign	Diama	ara	
foreign	Almas	ara	
foreign	Almes	ara	
foreign	Mis	ara	
foreign	Jachalom	heb	
foreign	Schamir	heb	
foreign	ἀδάμας	grc	
foreign	Diamant	fra	
foreign	Diamante	ita	
entry	ADDITIO	0	
orth	ADDITIO		
foreign	Zieda.	ara	
foreign	Tosephad	heb	
foreign	Tosephdad	heb	
foreign	πρόσθεσις	grc	
foreign	Addition	fra	
foreign	Aggiunta	ita	
foreign	Aggiunzione	ita	
entry	ADEPS	0	
orth	ADEPS		
foreign	Saham	ara	
foreign	Sacham	ara	
foreign	Gilla	ara	
foreign	Vadaq	ara	
foreign	Cheles	heb	
foreign	στέαρ	grc	
foreign	πιμελὴ	grc	
foreign	ἀξούγγιον	grc	
foreign	Graisse	fra	
foreign	Grasso	ita	
foreign	Assongia	ita	
entry	ADOLESCENTIA, ADOLESCENS	0	
orth	ADOLESCENTIA		
orth	ADOLESCENS		
foreign	Hadathe	ara	
foreign	Gtilam	ara	
foreign	Naar	heb	
foreign	Near	heb	
foreign	Eleni	heb	
foreign	μειράκιον	grc	
foreign	Adolescence	fra	
foreign	Jeunesse	fra	
foreign	Jouvenceau	fra	
foreign	Jeune homme	fra	
foreign	Giovane crescente	ita	
entry	ADSTRINGENS, ADSTRICTIO	0	
orth	ADSTRINGENS		
orth	ADSTRICTIO		
foreign	Daic	ara	
foreign	Daduc	ara	
foreign	Daat	ara	
foreign	Zok	heb	
foreign	Mazok	heb	
foreign	στύφον	grc	
foreign	στύψις	grc	
foreign	Astringent	fra	
foreign	Etreinte	fra	
foreign	Stringente	ita	
foreign	Strettura	ita	
entry	ADUSTIO	0	
orth	ADUSTIO		
foreign	Aufume	ara	
foreign	Alficutne	ara	
foreign	Charchür	heb	
foreign	Mochdah	heb	
foreign	ἐπίκαυμα	grc	
foreign	Brillare	fra	
foreign	Brusciamento	ita	
entry	AEGER, AEGROTUS	0	
orth	AEGER		
orth	AEGROTUS		
foreign	Alcuttab	ara	
foreign	Alii	ara	
foreign	Alena	ara	
foreign	Alaleme	ara	
foreign	Cheri	heb	
foreign	Anusch	heb	
foreign	νοσερὸς	grc	
foreign	νοσώδης	grc	
foreign	Malade	fra	
foreign	Ammalato	ita	
foreign	Infermo	ita	
entry	AEGILOPS	0	
orth	AEGILOPS		
foreign	Garabe	ara	
foreign	Hafcilus	ara	
foreign	αἰγίλωψ	grc	
foreign	Egilope	ita	
entry	AEGRITUDO, MORBUS	0	
orth	AEGRITUDO		
orth	MORBUS		
entry	AER	0	
orth	AER		
foreign	Hevah	ara	
foreign	Nasini	ara	
foreign	Schachak	heb	
foreign	Ripion	heb	
foreign	ἀὴρ	grc	
foreign	Air	fra	
foreign	Aëre	ita	
foreign	Aria	ita	
entry	AERUGO	0	
orth	AERUGO		
foreign	Zenziar	ara	
foreign	Ziniar	ara	
foreign	Sada alhadid	ara	
foreign	Nechustah	heb	
foreign	ἰὸς χαλκοῦ	grc	
foreign	Rouillure	fra	
foreign	Ruggine	ita	
entry	AES. CUPRUM	0	
orth	AES. CUPRUM		
foreign	Abas	ara	
foreign	Achabruse	ara	
foreign	Nechaleth	heb	
foreign	χαλκὸς	grc	
foreign	Cuivre	fra	
foreign	Airain	fra	
foreign	Rame	ita	
entry	AES USTUM	0	
orth	AES USTUM		
foreign	Rusustechi Nucham mucharak	ara	
foreign	χαλκὸς κεκαυμένος	grc	
foreign	Cuivre brûlé	fra	
foreign	Rame bracciato	ita	
entry	AESTAS	0	
orth	AESTAS		
foreign	Kaid	ara	
foreign	Kaiz	heb	
foreign	Chorn	heb	
foreign	θέρος	grc	
foreign	Eté	fra	
foreign	Estate	ita	
entry	AESTUS	0	
orth	AESTUS		
foreign	Umed	ara	
foreign	Hur	ara	
foreign	Chom	heb	
foreign	Chari Sehareth	heb	
foreign	καῦμα	grc	
foreign	Ardeur	fra	
foreign	Ferveur	fra	
foreign	Grande Chaleur	fra	
foreign	Calore estremo	ita	
foreign	Ardore	ita	
foreign	Fervore	ita	
entry	AETAS	0	
orth	AETAS		
foreign	San	ara	
foreign	Asnan	ara	
foreign	Dot	heb	
foreign	Cheled	heb	
foreign	ἡλικία	grc	
foreign	Age	fra	
foreign	Età	ita	
entry	AFFECTIO, AFFECTUS	0	
orth	AFFECTIO		
orth	AFFECTUS		
foreign	Adib	ara	
foreign	Haschachah	heb	
foreign	Zeavah	heb	
foreign	πάθος	grc	
foreign	Passion	fra	
foreign	Disposition	fra	
foreign	Accident	fra	
foreign	Affetto	ita	
foreign	Affezzione	ita	
entry	AGALLOCHUM	0	
orth	AGALLOCHUM		
foreign	Agalugen Agalugi	ara	
foreign	ἀγάλλοχον	grc	
foreign	Bois d’Aloës	fra	
foreign	Agallocho	ita	
entry	AGARICUM	0	
orth	AGARICUM		
foreign	Garichun	ara	
foreign	ἀγαρικὸν	grc	
foreign	Agaric	fra	
foreign	Agarico	ita	
entry	AGITATIO	0	
orth	AGITATIO		
foreign	Tabichir	ara	
foreign	Dagdaga	ara	
foreign	Tirjah	heb	
foreign	Zeadah	heb	
foreign	δίνησις	grc	
foreign	Agitation	fra	
foreign	Mouvement	fra	
foreign	Commozione	ita	
foreign	Movimento	ita	
entry	ALA, AXILLA	0	
orth	ALA		
orth	AXILLA		
foreign	Gienaha	ara	
foreign	Ibr	ara	
foreign	Ganah	ara	
foreign	Eber	heb	
foreign	Abrah	heb	
foreign	Azil	heb	
foreign	μαχάλη	grc	
foreign	πτέρυξ	grc	
foreign	Aile	fra	
foreign	Aisselle	fra	
foreign	Ala	ita	
foreign	Ascella	ita	
entry	ALABASTRUM	0	
orth	ALABASTRUM		
foreign	Karurah	ara	
foreign	Schetophal	heb	
foreign	ἀλάβαστρος	grc	
foreign	Albâtre	fra	
foreign	Alabastro	ita	
entry	ALBUGO	0	
orth	ALBUGO		
foreign	Coloma	ara	
foreign	λεύκωμα	grc	
pb	p. 764		
entry	ALBUMEN, OVI	0	
orth	ALBUMEN		
orth	OVI		
foreign	Buini Zenbach	ara	
foreign	Rachich	ara	
foreign	Chalbaz	heb	
foreign	λευκὸν ᾠοῦ	grc	
foreign	Blanc d’œuf	fra	
foreign	Albume	ita	
foreign	Chiaro d’ovo	ita	
entry	ALBUS, ALBEDO	0	
orth	ALBUS		
orth	ALBEDO		
foreign	Abiad	ara	
foreign	Tabarzet	ara	
foreign	Caldicum	ara	
foreign	Laban	heb	
foreign	λευκὸς	grc	
foreign	λευκότης	grc	
foreign	Blanc	fra	
foreign	Blancheur	fra	
foreign	Bianco	ita	
foreign	Bianchezza	ita	
entry	ALEMBICUS	0	
orth	ALEMBICUS		
foreign	Alnabic	ara	
foreign	Allutel	ara	
foreign	Catara	ara	
foreign	Alembic	fra	
foreign	Alembico	ita	
entry	ALIMENTUM	0	
orth	ALIMENTUM		
foreign	Cut	ara	
foreign	Machal	ara	
foreign	Mechel	ara	
foreign	Rizq	ara	
foreign	Uchel	heb	
foreign	Mazon	heb	
foreign	τροφὴ	grc	
foreign	Nourriture	fra	
foreign	Nutrimento	ita	
entry	ALIPTES	0	
orth	ALIPTES		
foreign	Dahin	ara	
foreign	Dahin	heb	
foreign	ἀλείπτης	grc	
entry	ALOE	0	
orth	ALOE		
foreign	Sabat	ara	
foreign	Saber	ara	
foreign	Ahaloth	heb	
foreign	ἀλόη	grc	
foreign	Aloë	fra	
foreign	Aloe	ita	
entry	ALOPECIA	0	
orth	ALOPECIA		
foreign	Altigiaris	ara	
foreign	Tyria	ara	
foreign	Neschirah	heb	
foreign	ἀλωπεκία	grc	
foreign	Alopécie	fra	
foreign	Alopecia	ita	
entry	ALPHUS	0	
orth	ALPHUS		
foreign	Guada	ara	
foreign	Grada	ara	
foreign	ἀλφὸς	grc	
entry	ALTERATIO	0	
orth	ALTERATIO		
foreign	Tahvil	ara	
foreign	Hischtannuth	heb	
foreign	ἀλλοίωσις	grc	
foreign	Altération	fra	
foreign	Alterazione	ita	
entry	ALTOR, ALTRIX	0	
orth	ALTOR		
orth	ALTRIX		
foreign	Razzaq	ara	
foreign	Omeneth	heb	
foreign	τρόφιμος	grc	
foreign	Nourrissier	fra	
foreign	Nourrisse	fra	
foreign	Nutritore	ita	
foreign	Nutrice	ita	
entry	ALTUS	0	
orth	ALTUS		
foreign	SimmalI	ara	
foreign	Gabhah	heb	
foreign	Gebhall	heb	
foreign	ὐψηλὸς	grc	
foreign	Haut	fra	
foreign	Sublime	fra	
foreign	Alto	ita	
entry	ALUMEN	0	
orth	ALUMEN		
foreign	Alums	ara	
foreign	Altalch	ara	
foreign	Cales	ara	
foreign	Seba	ara	
foreign	Alum	heb	
foreign	Zaripha	heb	
foreign	στυπτηρία	grc	
foreign	Alun	fra	
foreign	Alume	ita	
entry	AMARUS, AMARITUDO	0	
orth	AMARUS		
orth	AMARITUDO		
foreign	Marr	ara	
foreign	Marir	ara	
foreign	Mar	heb	
foreign	Memer	heb	
foreign	Memiroth	heb	
foreign	πικρὸς	grc	
foreign	πικρότης	grc	
foreign	Amer	fra	
foreign	Amertume	fra	
foreign	Amaro	ita	
foreign	Amaritudine	ita	
entry	AMBRA	0	
orth	AMBRA		
foreign	Hanbar	ara	
foreign	Caphat	heb	
foreign	ἤλεκτρον	grc	
foreign	Ambre	fra	
foreign	Ambra	ita	
entry	AMBULATIO	0	
orth	AMBULATIO		
foreign	Gaib Meschia	ara	
foreign	Hica	heb	
foreign	Helech	heb	
foreign	Halicha	heb	
foreign	βάδισις	grc	
foreign	Allée	fra	
foreign	Promenade	fra	
foreign	Spasseggiamento	ita	
entry	AMBUSTIO	0	
orth	AMBUSTIO		
foreign	Ahtarac	ara	
foreign	Jikedah	heb	
foreign	Serephah	heb	
foreign	πυρίκαυμα	grc	
foreign	πυρίκαυσος	grc	
foreign	Brûlure	fra	
foreign	Embrasement	fra	
foreign	Scottatura	ita	
foreign	Abbrusciamento	ita	
entry	AMENS, AMENTIA	0	
orth	AMENS		
orth	AMENTIA		
foreign	Humc	ara	
foreign	Ahmak	ara	
foreign	Schigganon	heb	
foreign	Meschüggah	heb	
foreign	ἄνοια	grc	
foreign	ἄνους	grc	
foreign	Folie	fra	
foreign	Fou	fra	
foreign	Forcénement	fra	
foreign	Forcené	fra	
foreign	Sot	fra	
foreign	Pazzia Pazzo	ita	
entry	AΜMOΝIACUΜ	0	
orth	AΜMOΝIACUΜ		
foreign	Assach	ara	
foreign	Usach	ara	
foreign	Tursie	ara	
foreign	Alasceum	ara	
foreign	ἀμμωνιακὸν	grc	
foreign	Ammoniac	fra	
foreign	Ammoniaco	ita	
entry	AMΝIOS	0	
orth	AMΝIOS		
foreign	Abgas	ara	
foreign	ἄμνιος	grc	
foreign	Amnios	fra	
foreign	Amnios	ita	
entry	AMOR	0	
orth	AMOR		
foreign	Hub	ara	
foreign	Hubba	ara	
foreign	Ifchqua	ara	
foreign	Acheb	heb	
foreign	Aclrabhah	heb	
foreign	Jediduth	heb	
foreign	Dod	heb	
foreign	Amour	fra	
foreign	Amore	ita	
entry	AMPHORA	0	
orth	AMPHORA		
foreign	Fagdun	ara	
foreign	ἄμφορα	grc	
foreign	Un Seau	fra	
foreign	Un vaisseau à vin	fra	
foreign	Anfora	ita	
entry	AMULETUM	0	
orth	AMULETUM		
foreign	Kameah	heb	
foreign	Nechaschim	heb	
foreign	περίαπτον	grc	
foreign	Préservatif	fra	
foreign	Medaglia	ita	
entry	AMYGDALA, FRUCTUS	0	
orth	AMYGDALA		
orth	FRUCTUS		
foreign	Lauzi	ara	
foreign	Schekedim	heb	
foreign	ἀμύγδαλα	grc	
foreign	Amande	fra	
foreign	Mandola	ita	
entry	AMYGDALAE GULAE	0	
orth	AMYGDALAE GULAE		
foreign	Gavoni	ara	
foreign	Geuze	ara	
foreign	ἀντιάδες	grc	
foreign	παρίσθμια	grc	
foreign	Glandes de la gueule	fra	
foreign	Ghiande della bocca	ita	
entry	AMYLUM	0	
orth	AMYLUM		
foreign	Nesastengi	ara	
foreign	Eluesse	ara	
foreign	Nesa	ara	
foreign	ἄμυλον	grc	
foreign	Amidon	fra	
foreign	Amito	ita	
entry	ANASARCA, LEUCOPHLEGMATIA	0	
orth	ANASARCA		
orth	LEUCOPHLEGMATIA		
foreign	Halahami	ara	
foreign	ἀνασάρκα	grc	
foreign	λευκοφλεγματία	grc	
foreign	Anasarc	fra	
foreign	Anasarca	ita	
entry	ANATOMIA, ANATOMICUS	0	
orth	ANATOMIA		
orth	ANATOMICUS		
foreign	Tasrich	ara	
foreign	Batot	ara	
foreign	Chacmathannituah	heb	
foreign	ἀνατομία	grc	
foreign	ἀνατομικὸς	grc	
foreign	Anatomie	fra	
foreign	Anatomique	fra	
foreign	Anatomia	ita	
foreign	Anatomico	ita	
entry	ANCYLOSIS	0	
orth	ANCYLOSIS		
foreign	Alachad	ara	
foreign	Alzemena	ara	
foreign	ἀγκύλωσις	grc	
entry	ANGINA	0	
orth	ANGINA		
foreign	Dabh	ara	
foreign	Ichtinac	ara	
foreign	Canchuaraich	ara	
foreign	Schinuck	heb	
foreign	Taschnik	heb	
foreign	Machanak	heb	
foreign	συνάγχη	grc	
foreign	κυνάγκη	grc	
foreign	Squinancie	fra	
foreign	Squinancia	ita	
entry	ANGOR	0	
orth	ANGOR		
foreign	Madio	ara	
foreign	Corba	ara	
foreign	Cahra	ara	
foreign	Zarah	heb	
foreign	ἀδημονία	grc	
foreign	ἀπορία	grc	
foreign	Angoisse	fra	
foreign	Angoscia	ita	
foreign	Ansietà	ita	
entry	ANGULUS, ANGULI	0	
orth	ANGULUS		
orth	ANGULI		
foreign	Almachiu	ara	
foreign	Almecheni	ara	
foreign	Zavioth	heb	
foreign	Attick	heb	
foreign	Attikim	heb	
foreign	Akas	heb	
foreign	καντὶς	grc	
foreign	καντὸς	grc	
foreign	Angle	fra	
foreign	Coin	fra	
foreign	Coins de l’œil	fra	
foreign	Cantone	ita	
foreign	Angolo	ita	
entry	ANGUSTIA	0	
orth	ANGUSTIA		
foreign	Carb	ara	
foreign	Akah	ara	
foreign	Dsic	ara	
foreign	Dica	ara	
foreign	Zeruvjah	heb	
foreign	Zok	heb	
foreign	Zokah	heb	
foreign	Mazok	heb	
foreign	Mezucah	heb	
foreign	στενοχωρία	grc	
foreign	Détroit	fra	
foreign	Angustia	ita	
foreign	Strettezza	ita	
entry	ANHELITUS	0	
orth	ANHELITUS		
foreign	Fetirat	ara	
foreign	Nacata	ara	
foreign	Nesama	heb	
foreign	δύσπνοια	grc	
foreign	Haleine	fra	
foreign	Difficulté de respirer	fra	
foreign	Respirazione con difficoltà	ita	
entry	ANIMA	0	
orth	ANIMA		
foreign	Nasima	ara	
foreign	Nefs	ara	
foreign	Nefesch	heb	
foreign	Hazomechet	heb	
foreign	Brutalis Habachamit	heb	
foreign	Hachacmah	heb	
foreign	Maskeler	heb	
foreign	Hasaklit	heb	
foreign	ψυχὴ	grc	
foreign	φυσικὴ	grc	
foreign	αἰσθητικὴ	grc	
foreign	λογικὴ	grc	
foreign	Ame	fra	
foreign	Anima	ita	
entry	ANIMAL	0	
orth	ANIMAL		
foreign	Haivan	ara	
foreign	Chajah	heb	
foreign	Ζῶον	grc	
foreign	Animal	fra	
foreign	Bête	fra	
foreign	Animale	ita	
entry	ANIMALIS FACULTAS	0	
orth	ANIMALIS FACULTAS		
foreign	Alcessenie	ara	
foreign	Nafsani	ara	
foreign	δύναμις ψυχικὴ, αἰσθητικὴ καὶ κινητική	grc	
foreign	Faculté de sentir, de te mouvoir	fra	
foreign	Facoltà di sentire, e moversi	ita	
entry	ANIMUS, Mens	0	
orth	ANIMUS		
orth	Mens		
foreign	Dsamir	ara	
foreign	Nafs	ara	
foreign	Nefesch Levavh	heb	
foreign	νοῦς	grc	
foreign	Cœur	fra	
foreign	Courage	fra	
foreign	Animo	ita	
entry	ANNULARIS	0	
orth	ANNULARIS		
foreign	κρικοειδὴς	fra	
foreign	Fait en anneau	fra	
foreign	Sembiante d’anello	ita	
entry	ANNULUS	0	
orth	ANNULUS		
foreign	Tabi	ara	
foreign	Tabbaath	heb	
foreign	δακτυλίδιον	grc	
foreign	Anneau	fra	
foreign	Anello	ita	
entry	ANNUS	0	
orth	ANNUS		
foreign	Sanah Ohm	ara	
foreign	Jamim	heb	
foreign	Schanah	heb	
foreign	ἔτος	grc	
foreign	ἐνιαυτὸς	grc	
foreign	An	fra	
foreign	Année	fra	
foreign	Anno	ita	
entry	ANTHRAX	0	
orth	ANTHRAX		
foreign	Althoni	ara	
foreign	Thaun	ara	
foreign	Bathara	ara	
foreign	Gamra	ara	
foreign	Reschef	heb	
foreign	ἄνθραξ	grc	
foreign	Antrach	fra	
foreign	Charbon	fra	
foreign	Carbone	ita	
foreign	Carboncello	ita	
entry	ANTICIPATIO	0	
orth	ANTICIPATIO		
foreign	Taqdim	ara	
foreign	Taqdema	ara	
foreign	Hacdaman	heb	
foreign	τὸ προλαμβάνειν	grc	
foreign	πρόληψις	grc	
foreign	Anticipation	fra	
foreign	Prévention	fra	
foreign	Anticipazione	ita	
pb	p. 765		
entry	ANTIMONIUM	0	
orth	ANTIMONIUM		
foreign	Alenut	ara	
foreign	Efieret	ara	
foreign	Atemet	ara	
foreign	Cohol	ara	
foreign	Aitmad	ara	
foreign	Serap	ara	
foreign	Puk	heb	
foreign	στίβι	grc	
foreign	στίμμι	grc	
foreign	Antimoine	fra	
foreign	Antimonio	ita	
entry	ANTIPATHIA	0	
orth	ANTIPATHIA		
foreign	Muchalafa	ara	
foreign	lchtilef	ara	
foreign	Hef	ara	
foreign	Hefech	ara	
foreign	ἀντιπάθεια	grc	
foreign	Antipatie	fra	
foreign	Contrarietà	ita	
foreign	Repugnanza	ita	
entry	ANUS, PODEX	0	
orth	ANUS		
orth	PODEX		
foreign	Dubar	ara	
foreign	Charc	ara	
foreign	Parschedonah	heb	
foreign	ἀρχὸς	grc	
foreign	Trou du Cul	fra	
foreign	Culo	ita	
entry	ANUS	0	
orth	ANUS		
foreign	Kehel	ara	
foreign	Scheabh	ara	
foreign	Dsekenah	heb	
foreign	γραῦς	grc	
foreign	Vieille femme	fra	
foreign	Vecchia	ita	
entry	AORTA ARTERIA	0	
orth	AORTA ARTERIA		
foreign	Orichi	ara	
foreign	Schir jan	heb	
foreign	ἀορτὴ	grc	
foreign	Artére aorte	fra	
foreign	Arteria grande	ita	
entry	APERIENS, APERTIO	0	
orth	APERIENS		
orth	APERTIO		
foreign	Fataha	ara	
foreign	Fatah	ara	
foreign	Fagar	ara	
foreign	Pitahon	heb	
foreign	Miphtach	heb	
foreign	ἀναστομωτικὸν	grc	
foreign	ἀναστόμωσις	grc	
foreign	Qui ouvre	fra	
foreign	Ouverture	fra	
foreign	Apertura	ita	
foreign	Apriente	ita	
entry	APHTHA	0	
orth	APHTHA		
foreign	Alcola	ara	
foreign	ἄφθη	grc	
entry	APOPLEXIA	0	
orth	APOPLEXIA		
foreign	Sacrah	ara	
foreign	Mascut	ara	
foreign	Schetuc	heb	
foreign	Baal	heb	
foreign	Haschituc	heb	
foreign	ἀποπλεξία	grc	
foreign	Apoplexie	fra	
foreign	Apoplessia	ita	
entry	APOSTEMA	0	
orth	APOSTEMA		
foreign	Hacar	ara	
foreign	Dubellati	ara	
foreign	Alcosbat	ara	
foreign	Alliatan	ara	
foreign	Veram	ara	
foreign	Buach	heb	
foreign	Bach	heb	
foreign	Safachat	heb	
foreign	Chaburah	heb	
foreign	Schechin	heb	
foreign	ἀπόστημα	grc	
foreign	Apostume	fra	
foreign	Postema	ita	
entry	APPENDIX	0	
orth	APPENDIX		
foreign	Zan	heb	
foreign	Zin	heb	
foreign	ἐπίφυσις	grc	
foreign	Accessoire	fra	
foreign	Dépendance	fra	
foreign	Giunta	ita	
entry	APPETITUS	0	
orth	APPETITUS		
foreign	Temeni	ara	
foreign	Chemed	heb	
foreign	Chemedah Teschucah	heb	
foreign	Taapvah	heb	
foreign	ὄρεξις	grc	
foreign	Appetit	fra	
foreign	Convoitise	fra	
foreign	Appetito	ita	
foreign	Brama	ita	
entry	APPOSITIO, Additio	0	
orth	APPOSITIO		
orth	Additio		
entry	APPREHENSIO	0	
orth	APPREHENSIO		
foreign	Achdah	ara	
foreign	Achdet	ara	
foreign	Sig	heb	
foreign	Tisso	heb	
foreign	ἀντίληψις	grc	
foreign	Appréhension	fra	
entry	APPROPRIATIO	0	
orth	APPROPRIATIO		
foreign	Jichud	heb	
foreign	προσοικείωσις	grc	
foreign	Appropriation	fra	
foreign	Appropriazione	ita	
entry	AQUA	0	
orth	AQUA		
foreign	Ma	ara	
foreign	Maim	heb	
foreign	ὕδωρ	grc	
foreign	Eau	fra	
foreign	Acqua	ita	
entry	AQUATILE	0	
orth	AQUATILE		
foreign	Mei	ara	
foreign	Memi	heb	
foreign	ἔνυδρον	grc	
foreign	Aquatique	fra	
foreign	Acquatico	ita	
entry	AQUEUS, AQUOSUS	0	
orth	AQUEUS		
orth	AQUOSUS		
foreign	Mai	ara	
foreign	Mamavi	ara	
foreign	Memi	heb	
foreign	ὑδάτινος	grc	
foreign	Plein d’eau	fra	
foreign	Acquoso	ita	
entry	ARANEUS	0	
orth	ARANEUS		
foreign	Anchabuta	ara	
foreign	Hanchebut	ara	
foreign	Ratla	ara	
foreign	Anquib	ara	
foreign	Habbavitch	heb	
foreign	Matvajaah	heb	
foreign	Semamit	heb	
foreign	ἀράχνη	grc	
foreign	Araignée	fra	
foreign	Aragno	ita	
foreign	Ragno	ita	
entry	ARCANUM SECRETUM	0	
orth	ARCANUM SECRETUM		
foreign	Chafi	ara	
foreign	Chafiat	ara	
foreign	Sir	ara	
foreign	Sarra	ara	
foreign	Raz	heb	
foreign	Sod	heb	
foreign	Lot	heb	
foreign	Laot	heb	
foreign	ἀπίῤῥητον μυστήριον	grc	
foreign	Secret	fra	
foreign	Secreto	ita	
entry	ARCHIATER	0	
orth	ARCHIATER		
foreign	Mudevi rajs	ara	
foreign	Mutequadim	ara	
foreign	Rabb	heb	
foreign	Ase	heb	
foreign	Measse	heb	
foreign	ἀρχίατρος	grc	
foreign	Premier Médecin	fra	
foreign	Archiatro	ita	
foreign	Prencipe di Medici	ita	
entry	ARDOR	0	
orth	ARDOR		
foreign	Hammi Vaed	ara	
foreign	Taucad	ara	
foreign	Jecod	heb	
foreign	Chari	heb	
foreign	Charon	heb	
foreign	κᾶυμα καῦμα	grc	
foreign	Ardeur	fra	
foreign	Ferveur	fra	
foreign	Ardore	ita	
foreign	Caldo grande	ita	
entry	AREA	0	
orth	AREA		
foreign	Tyria	ara	
foreign	Bidad	ara	
foreign	Goren	heb	
foreign	Iddar	heb	
foreign	ὀφίασις	grc	
foreign	Chauveté	fra	
foreign	Area	ita	
entry	ARENA	0	
orth	ARENA		
foreign	Horeb	ara	
