object			
volume	37020d_index	Littré-Robin (1865-1873)	1873
orth	ἄλγημα	grc	
orth	ἄλγος	grc	
foreign	douleur	fra	
foreign	maladie	fra	
entry	ἄλειμμα, ἄλειφα, ἄλειφαρ	0	
orth	ἄλειμμα	grc	
orth	ἄλειφα	grc	
orth	ἄλειφαρ	grc	
foreign	onguent	fra	
entry	ἀλείπτης	0	
orth	ἀλείπτης	grc	
entry	ἀλείφω	0	
orth	ἀλείφω	grc	
foreign	fais des frictions (je)	fra	
entry	ἀλεξητήριον	0	
orth	ἀλεξητήριον	grc	
foreign	remède alexétère	fra	
entry	ἀλεξίκακος	0	
orth	ἀλεξίκακος	grc	
foreign	préservatif	fra	
entry	ἀλεξιφάρμακον	0	
orth	ἀλεξιφάρμακον	grc	
foreign	alexipharmaque	fra	
pb	1727	1741	
entry	ἄλευρον	0	
orth	ἄλευρον	grc	
foreign	farine	fra	
entry	ἀλθαία	0	
orth	ἀλθαία	grc	
foreign	guimauve	fra	
entry	ἄλθεξις	0	
orth	ἄλθεξις	grc	
foreign	guérison	fra	
entry	ἀλλαντοειδὴς ὑμὴν	0	
orth	ἀλλαντοειδὴς ὑμὴν	grc	
foreign	allantoïde	fra	
entry	ἀλλοφάσσειν	0	
orth	ἀλλοφάσσειν	grc	
foreign	délirer	fra	
entry	ἀλοὴ	0	
orth	ἀλοὴ	grc	
foreign	aloès	fra	
entry	ἀλόησις	0	
orth	ἀλόησις	grc	
foreign	trituration	fra	
entry	ἀλοιφὴ	0	
orth	ἀλοιφὴ	grc	
foreign	onction	fra	
entry	ἅλς	0	
orth	ἅλς	grc	
foreign	sel	fra	
entry	ἁλτῆρες	0	
orth	ἁλτῆρες	grc	
foreign	haltères	fra	
entry	ἀλύκη, ἀλυσμὸς	0	
orth	ἀλύκη	grc	
orth	ἀλυσμὸς	grc	
foreign	angoisse	fra	
foreign	agitation	fra	
foreign	anxiété	fra	
entry	ἄλφιτον	0	
orth	ἄλφιτον	grc	
foreign	gruau d’orge	fra	
entry	ἀλφὸς	0	
orth	ἀλφὸς	grc	
foreign	alphos	fra	
entry	ἀλώπεκες	0	
orth	ἀλώπεκες	grc	
foreign	muscle des lombes	fra	
entry	ἀλωπεκία	0	
orth	ἀλωπεκία	grc	
foreign	alopécie	fra	
entry	ἀμάρακος	0	
orth	ἀμάρακος	grc	
foreign	marjolaine	fra	
entry	ἀμαύρωσις	0	
orth	ἀμαύρωσις	grc	
foreign	amaurose	fra	
entry	ἄμβη	0	
orth	ἄμβη	grc	
foreign	ambi	fra	
entry	ἀμβλυωγμὸς, ἀμβλυωπία	0	
orth	ἀμβλυωγμὸς	grc	
orth	ἀμβλυωπία	grc	
foreign	amblyopie	fra	
entry	ἄμβλωσις	0	
orth	ἄμβλωσις	grc	
foreign	avortement	fra	
entry	ἀμβλωτρίδιον	0	
orth	ἀμβλωτρίδιον	grc	
entry	ἀμέθυστος	0	
orth	ἀμέθυστος	grc	
entry	ἀμίαντος	0	
orth	ἀμίαντος	grc	
foreign	amiante	fra	
entry	ἀμνησία	0	
orth	ἀμνησία	grc	
foreign	amnésie	fra	
entry	ἄμνιον	0	
orth	ἄμνιον	grc	
foreign	amnios	fra	
entry	ἄμορφος	0	
orth	ἄμορφος	grc	
foreign	amorphe	fra	
entry	ἄμπωσις	0	
orth	ἄμπωσις	grc	
foreign	reflux	fra	
entry	ἀμυγδάλη	0	
orth	ἀμυγδάλη	grc	
foreign	amande	fra	
entry	ἄμυλον	0	
orth	ἄμυλον	grc	
foreign	amidon	fra	
entry	ἄμυος	0	
orth	ἄμυος	grc	
entry	ἀμυχὴ	0	
orth	ἀμυχὴ	grc	
foreign	excoriation	fra	
foreign	ulcération superficielle	fra	
entry	ἀμφημερινὸς	0	
orth	ἀμφημερινὸς	grc	
foreign	quotidien	fra	
entry	ἀμφίβιος	0	
orth	ἀμφίβιος	grc	
foreign	amphibie	fra	
entry	ἀμφιβληστροειδὴς	0	
orth	ἀμφιβληστροειδὴς	grc	
foreign	amphiblestroïde	fra	
entry	ἀμφιβράγχια	0	
orth	ἀμφιβράγχια	grc	
entry	ἀμφιδέξιος	0	
orth	ἀμφιδέξιος	grc	
foreign	ambidextre	fra	
entry	ἀμφίδεον	0	
orth	ἀμφίδεον	grc	
entry	ἀμφιμήτριος	0	
orth	ἀμφιμήτριος	grc	
entry	ἀμφίπνευμα	0	
orth	ἀμφίπνευμα	grc	
foreign	dyspnée considérable	fra	
entry	ἀμφίσβαινα	0	
orth	ἀμφίσβαινα	grc	
foreign	amphisbène	fra	
entry	ἀναβρογχισμὸς, ἀναβροχισμὸς	0	
orth	ἀναβρογχισμὸς	grc	
orth	ἀναβροχισμὸς	grc	
foreign	anabrochisme	fra	
entry	ἀνάβρωσις	0	
orth	ἀνάβρωσις	grc	
foreign	érosion	fra	
entry	ἀναβρωτικὸς	0	
orth	ἀναβρωτικὸς	grc	
foreign	corrosif	fra	
entry	ἀναγαργάριστον	0	
orth	ἀναγαργάριστον	grc	
foreign	gargarisme	fra	
entry	ἀναγωγὴ	0	
orth	ἀναγωγὴ	grc	
foreign	excrétion par le haut	fra	
entry	ἀνάδοσις	0	
orth	ἀνάδοσις	grc	
foreign	distribution	fra	
entry	ἀναδρομὴ	0	
orth	ἀναδρομὴ	grc	
foreign	anadrome	fra	
entry	ἀνάζεσις	0	
orth	ἀνάζεσις	grc	
foreign	ébullition	fra	
entry	ἀναιμία	0	
orth	ἀναιμία	grc	
foreign	anémie	fra	
entry	ἄναιμος	0	
orth	ἄναιμος	grc	
foreign	exsangue	fra	
entry	ἀναισθησία	0	
orth	ἀναισθησία	grc	
foreign	insensibilité	fra	
entry	ἀνακαθαίρω	0	
orth	ἀνακαθαίρω	grc	
foreign	purge par le haut (je)	fra	
entry	ἀνακάθαρσις	0	
orth	ἀνακάθαρσις	grc	
foreign	purgation par le haut	fra	
entry	ἀνάκεστος	0	
orth	ἀνάκεστος	grc	
foreign	incurable	fra	
entry	ἀνάκλισις	0	
orth	ἀνάκλισις	grc	
foreign	décubitus (le)	fra	
entry	ἀνακομίζω	0	
orth	ἀνακομίζω	grc	
foreign	rétablis (je)	fra	
foreign	ranime (je)	fra	
foreign	rends les forces (je)	fra	
entry	ἀναληπτικὸς	0	
orth	ἀναληπτικὸς	grc	
foreign	analeptique	fra	
entry	ἀνάληψις	0	
orth	ἀνάληψις	grc	
foreign	restauration	fra	
entry	ἀναλογία	0	
orth	ἀναλογία	grc	
foreign	analogie	fra	
entry	ἀνάλογος	0	
orth	ἀνάλογος	grc	
foreign	analogue	fra	
entry	ἀνάλυσις	0	
orth	ἀνάλυσις	grc	
foreign	analyse	fra	
entry	ἀναμνηστικὸς	0	
orth	ἀναμνηστικὸς	grc	
foreign	anamnestique	fra	
entry	ἀναπέτεια	0	
orth	ἀναπέτεια	grc	
entry	ἀναπετεῖς ὀφθαλμοὶ	0	
orth	ἀναπετεῖς ὀφθαλμοὶ	grc	
foreign	yeux ouverts	fra	
entry	ἀναπίνων	0	
orth	ἀναπίνων	grc	
foreign	absorbant	fra	
entry	ἀναπλήρωσις	0	
orth	ἀναπλήρωσις	grc	
foreign	anaplérose	fra	
entry	ἀναπνοὴ	0	
orth	ἀναπνοὴ	grc	
foreign	respiration	fra	
entry	ἀναπτύω	0	
orth	ἀναπτύω	grc	
foreign	expectore (j')	fra	
entry	ἀνάσπασις	0	
orth	ἀνάσπασις	grc	
foreign	révulsion	fra	
entry	ἀνασταλτικὸς	0	
orth	ἀνασταλτικὸς	grc	
foreign	répercussif	fra	
entry	ἀνάστασις	0	
orth	ἀνάστασις	grc	
entry	ἀναστόμωσις	0	
orth	ἀναστόμωσις	grc	
foreign	anastomose	fra	
entry	ἀναστομωτικὸς	0	
orth	ἀναστομωτικὸς	grc	
foreign	anastomotique	fra	
entry	ἀνατομὴ	0	
orth	ἀνατομὴ	grc	
foreign	anatomie	fra	
entry	ἀνάτριψις	0	
orth	ἀνάτριψις	grc	
foreign	friction	fra	
entry	ἀναυδία	0	
orth	ἀναυδία	grc	
foreign	mutité	fra	
foreign	aphonie	fra	
entry	ἀναφροδισία	0	
orth	ἀναφροδισία	grc	
foreign	anaphrodisie	fra	
entry	ἀναφύσημα	0	
orth	ἀναφύσημα	grc	
foreign	évaporation	fra	
foreign	exhalaison	fra	
entry	ἀναφώνησις	0	
orth	ἀναφώνησις	grc	
foreign	déclamation	fra	
entry	ἀνάχρεμψις	0	
orth	ἀνάχρεμψις	grc	
foreign	expuition	fra	
entry	ἀνδράχνη	0	
orth	ἀνδράχνη	grc	
foreign	pourpier	fra	
entry	ἀνδρόγυνος	0	
orth	ἀνδρόγυνος	grc	
foreign	androgyne	fra	
entry	ἄνεσις	0	
orth	ἄνεσις	grc	
foreign	rémission	fra	
entry	ἀνευρυσμὸς	0	
orth	ἀνευρυσμὸς	grc	
foreign	anévrysme	fra	
entry	ἀνήκεστος	0	
orth	ἀνήκεστος	grc	
foreign	incurable	fra	
entry	ἀνηκουστία	0	
orth	ἀνηκουστία	grc	
foreign	perte de l’ouïe	fra	
entry	ἀνὴρ	0	
orth	ἀνὴρ	grc	
foreign	homme	fra	
entry	ἄνησον, ἄννησον, ἄνισον, ἄνησσον	0	
orth	ἄνησον	grc	
orth	ἄννησον	grc	
orth	ἄνισον	grc	
orth	ἄνησσον	grc	
foreign	anis	fra	
entry	ἀνθέλιξ	0	
orth	ἀνθέλιξ	grc	
foreign	anthélix	fra	
entry	ἀνθερὼν	0	
orth	ἀνθερὼν	grc	
foreign	menton	fra	
entry	ἀνθηρὸς	0	
orth	ἀνθηρὸς	grc	
foreign	fleuri	fra	
entry	ἄνθος	0	
orth	ἄνθος	grc	
foreign	fleur	fra	
entry	ἄνθραξ	0	
orth	ἄνθραξ	grc	
foreign	anthrax	fra	
entry	ἄνθρωπος	0	
orth	ἄνθρωπος	grc	
foreign	homme	fra	
entry	ἀνθρωποφάγος	0	
orth	ἀνθρωποφάγος	grc	
foreign	anthropophage	fra	
entry	ἄνοδμος, ἄνοσμος	0	
orth	ἄνοδμος	grc	
orth	ἄνοσμος	grc	
foreign	inodore	fra	
entry	ἀνορεξία	0	
orth	ἀνορεξία	grc	
foreign	anorexie	fra	
entry	ἀνοχεὺς, ὑμὴν, ἐντέρων	0	
orth	ἀνοχεὺς	grc	
orth	ὑμὴν	grc	
orth	ἐντέρων	grc	
foreign	mésentère	fra	
entry	ἀντέρεισις	0	
orth	ἀντέρεισις	grc	
foreign	rénitence	fra	
entry	ἀντίαδες	0	
orth	ἀντίαδες	grc	
foreign	amygdales	fra	
entry	ἀντίδοτον	0	
orth	ἀντίδοτον	grc	
foreign	antidote	fra	
entry	ἀντικνήμιον	0	
orth	ἀντικνήμιον	grc	
foreign	tibia (le)	fra	
entry	ἀντιπάθεια	0	
orth	ἀντιπάθεια	grc	
foreign	antipathie	fra	
entry	ἀντίσπασις	0	
orth	ἀντίσπασις	grc	
foreign	révulsion	fra	
entry	ἀντιφάρμακον	0	
orth	ἀντιφάρμακον	grc	
foreign	contre-poison	fra	
entry	ἀντίχειρ	0	
orth	ἀντίχειρ	grc	
foreign	pouce (le)	fra	
entry	ἀνώδυνος	0	
orth	ἀνώδυνος	grc	
foreign	anodin	fra	
entry	ἄνω κοιλία, ἡ	0	
orth	ἄνω κοιλία, ἡ	grc	
foreign	poitrine (la)	fra	
entry	ἀνωμαλία, ἀνωμαλότης	0	
orth	ἀνωμαλία	grc	
orth	ἀνωμαλότης	grc	
foreign	anomalie	fra	
entry	ἀξούγγιον	0	
orth	ἀξούγγιον	grc	
foreign	axonge	fra	
entry	ἄξων	0	
orth	ἄξων	grc	
foreign	axe	fra	
entry	ἄοινος	0	
orth	ἄοινος	grc	
foreign	abstème	fra	
entry	ἀορασία	0	
orth	ἀορασία	grc	
foreign	cécité	fra	
entry	ἀορταὶ	0	
orth	ἀορταὶ	grc	
foreign	bronches (les)	fra	
entry	ἀορτὴ	0	
orth	ἀορτὴ	grc	
foreign	aorte	fra	
entry	ἀπάθεια	0	
orth	ἀπάθεια	grc	
foreign	apathie	fra	
entry	ἄπεπτος	0	
orth	ἄπεπτος	grc	
entry	ἀπευθυσμένον	0	
orth	ἀπευθυσμένον	grc	
foreign	rectum (le)	fra	
entry	ἀπεψία	0	
orth	ἀπεψία	grc	
foreign	apepsie	fra	
foreign	indigestion	fra	
entry	ἀπήχημα	0	
orth	ἀπήχημα	grc	
foreign	fracture	fra	
entry	ἄπνους	0	
orth	ἄπνους	grc	
entry	ἀπόβρεγμα	0	
orth	ἀπόβρεγμα	grc	
foreign	infusion	fra	
entry	ἀπογαλακτισμὸς	0	
orth	ἀπογαλακτισμὸς	grc	
foreign	sevrage	fra	
entry	ἀπογλαύκωσις	0	
orth	ἀπογλαύκωσις	grc	
entry	ἀποδακρυτικὸς	0	
orth	ἀποδακρυτικὸς	grc	
entry	ἀπόζεμα	0	
orth	ἀπόζεμα	grc	
foreign	apozème	fra	
entry	ἀποθεραπεία	0	
orth	ἀποθεραπεία	grc	
foreign	terminaison de la cure	fra	
entry	ἀπόθερμον	0	
orth	ἀπόθερμον	grc	
entry	ἀπόθεσις	0	
orth	ἀπόθεσις	grc	
entry	ἀποθυμίασις	0	
orth	ἀποθυμίασις	grc	
foreign	évaporation	fra	
entry	ἀποκαπνισμὸς	0	
orth	ἀποκαπνισμὸς	grc	
foreign	fumigation	fra	
entry	ἀποκοπὴ	0	
orth	ἀποκοπὴ	grc	
foreign	abscission	fra	
entry	ἀπόκρισις	0	
orth	ἀπόκρισις	grc	
foreign	sécrétion d’humeur	fra	
foreign	excrétion	fra	
entry	ἀποκρουστικὸς	0	
orth	ἀποκρουστικὸς	grc	
foreign	répercussif	fra	
entry	ἀποκύησις	0	
orth	ἀποκύησις	grc	
foreign	accouchement	fra	
entry	ἀπονεύρωσις	0	
orth	ἀπονεύρωσις	grc	
foreign	aponévrose	fra	
entry	ἄπονος	0	
orth	ἄπονος	grc	
entry	ἀποπάτημα	0	
orth	ἀποπάτημα	grc	
foreign	déjections	fra	
entry	ἀπόπληκτος, ἀποπληκτικὸς	0	
orth	ἀπόπληκτος	grc	
orth	ἀποπληκτικὸς	grc	
foreign	apoplectique	fra	
entry	ἀποπληξία	0	
orth	ἀποπληξία	grc	
foreign	apoplexie	fra	
entry	ἀποπλύνων	0	
orth	ἀποπλύνων	grc	
foreign	abstergent	fra	
entry	ἀποπομπαῖος	0	
orth	ἀποπομπαῖος	grc	
foreign	préservatif	fra	
entry	ἀπορία	0	
orth	ἀπορία	grc	
foreign	anxiété	fra	
entry	ἀπόῤῥητον	0	
orth	ἀπόῤῥητον	grc	
foreign	arcane	fra	
entry	ἀποῤῥοὴ	0	
orth	ἀποῤῥοὴ	grc	
foreign	effluve	fra	
entry	ἀποσιτία	0	
orth	ἀποσιτία	grc	
foreign	dégoût	fra	
entry	ἀποσκεπαρνισμὸς	0	
orth	ἀποσκεπαρνισμὸς	grc	
foreign	fracture du crâne	fra	
entry	ἀποσκίῤῥωμα	0	
orth	ἀποσκίῤῥωμα	grc	
foreign	tumeur dure	fra	
foreign	tumeur squirrheuse	fra	
entry	ἀποσπαστικὸς	0	
orth	ἀποσπαστικὸς	grc	
foreign	apospastique	fra	
entry	ἀπόστασις, ἀπόστημα	0	
orth	ἀπόστασις	grc	
orth	ἀπόστημα	grc	
foreign	apostème	fra	
foreign	abcès	fra	
entry	ἀπόσυρμα	0	
orth	ἀπόσυρμα	grc	
foreign	desquamation	fra	
foreign	excoriation	fra	
entry	ἀποσχάζω	0	
orth	ἀποσχάζω	grc	
foreign	scarifie (je)	fra	
entry	ἀπόσχασις	0	
orth	ἀπόσχασις	grc	
foreign	scarification	fra	
entry	ἀπούλωσις	0	
orth	ἀπούλωσις	grc	
foreign	cicatrisation	fra	
entry	ἀπουλωτικὸς	0	
orth	ἀπουλωτικὸς	grc	
foreign	cicatrisant	fra	
entry	ἀπόφθαρμα	0	
orth	ἀπόφθαρμα	grc	
foreign	avorton	fra	
entry	ἀποφθορὰ	0	
orth	ἀποφθορὰ	grc	
foreign	avortement	fra	
entry	ἀποφλεγματισμὸς	0	
orth	ἀποφλεγματισμὸς	grc	
entry	ἀπόφυσις	0	
orth	ἀπόφυσις	grc	
foreign	apophyse	fra	
entry	ἀπόχρεμψις	0	
orth	ἀπόχρεμψις	grc	
foreign	exscréation	fra	
entry	ἄπτερος	0	
orth	ἄπτερος	grc	
foreign	aptère	fra	
entry	ἀπτικὸςἁπτικὸς	0	
orth	ἁπτικὸς	grc	
foreign	tactile	fra	
entry	ἄπτυστος	0	
orth	ἄπτυστος	grc	
entry	ἀπυρεξία	0	
orth	ἀπυρεξία	grc	
foreign	apyrexie	fra	
entry	ἀπύρετος	0	
orth	ἀπύρετος	grc	
entry	ἀραιόπορος	0	
orth	ἀραιόπορος	grc	
foreign	poreux	fra	
entry	ἀραιὸς	0	
orth	ἀραιὸς	grc	
foreign	celluleux	fra	
entry	ἀραιὸν ὀστέον	0	
orth	ἀραιὸν ὀστέον	grc	
foreign	os spongieux	fra	
entry	ἀραιόσαρκος	0	
orth	ἀραιόσαρκος	grc	
entry	ἀραίωμα	0	
orth	ἀραίωμα	grc	
foreign	raréfaction	fra	
