entry	Acrasia	1707		0
orth	Acrasia	lat
foreign	fra	acrasie
entry	Acrimonia	1707		0
orth	Acrimonia	lat
foreign	fra	acrimonie
entry	Acrisia	1707		0
orth	Acrisia	lat
foreign	fra	acrisie
entry	Acritudo	1707		0
orth	Acritudo	lat
foreign	fra	acrimonie
foreign	fra	âcreté
entry	Acrochordon	1707		0
orth	Acrochordon	lat
foreign	fra	acrochordon
foreign	fra	verrue
entry	Acromium	1707		0
orth	Acromium	lat
foreign	fra	acromion
entry	Acroteriasmus	1707		0
orth	Acroteriasmus	lat
foreign	fra	acrotériasme
entry	Acte	1707		0
orth	Acte	lat
foreign	fra	sureau
entry	Actio	1707		0
orth	Actio	lat
foreign	fra	action
entry	Actus	1707		0
orth	Actus	lat
foreign	fra	acte
entry	Acuere	1707		0
orth	Acuere	lat
foreign	fra	aiguiser
entry	Aculeus	1707		0
orth	Aculeus	lat
foreign	fra	aiguillon
entry	Acuminatus	1707		0
orth	Acuminatus	lat
foreign	fra	acuminé
entry	Acupunctura	1707		0
orth	Acupunctura	lat
foreign	fra	acupuncture
entry	Acus	1707		0
orth	Acus	lat
foreign	fra	aiguille
entry	Acusticus	1707		0
orth	Acusticus	lat
foreign	fra	acoustique
entry	Acutus	1707		0
orth	Acutus	lat
foreign	fra	aigu
entry	Ayesis	1707		0
orth	Ayesis	lat
foreign	fra	stérilité chez la femme
entry	Adamas	1707		0
orth	Adamas	lat
foreign	fra	aimant
entry	Adductio	1707		0
orth	Adductio	lat
foreign	fra	adduction
entry	Adductor	1707		0
orth	Adductor	lat
foreign	fra	adducteur
entry	Adenographia	1707		0
orth	Adenographia	lat
foreign	fra	adénographie
entry	Adenoides	1707		0
orth	Adenoides	lat
foreign	fra	adénoïde
entry	Adenologia	1707		0
orth	Adenologia	lat
foreign	fra	adénologie
entry	Adeps	1707		0
orth	Adeps	lat
foreign	fra	graisse
entry	Adiantum	1707		0
orth	Adiantum	lat
foreign	fra	adiante
entry	Adiapneustia	1707		0
orth	Adiapneustia	lat
foreign	fra	adiapneustie
entry	Adiposus	1707		0
orth	Adiposus	lat
foreign	fra	adipeux
foreign	fra	graisseux
entry	Adipsia	1707		0
orth	Adipsia	lat
foreign	fra	adipsie
entry	Adjutorium os	1707		0
orth	Adjutorium os	lat
foreign	fra	os adjuteur
foreign	fra	humérus
entry	Adnata tunica	1707		0
orth	Adnata tunica	lat
foreign	fra	la conjonctive
entry	Adolescentia	1707		0
orth	Adolescentia	lat
foreign	fra	adolescence
entry	Ad pondus omnium	1707		0
orth	Ad pondus omnium	lat
entry	Adstrictio	1707		0
orth	Adstrictio	lat
foreign	fra	astriction
entry	Adstringens	1707		0
orth	Adstringens	lat
foreign	fra	astringent
entry	Adulteratio	1707		0
orth	Adulteratio	lat
foreign	fra	sophistication
entry	Adultus	1707		0
orth	Adultus	lat
foreign	fra	adulte
entry	Adustio	1707		0
orth	Adustio	lat
foreign	fra	adustion
foreign	fra	brûlure
entry	Adynamia	1707		0
orth	Adynamia	lat
foreign	fra	adynamie
entry	Ædœographia	1707		0
orth	Ædœographia	lat
foreign	fra	œdœographie
entry	Ædœologia	1707		0
orth	Ædœologia	lat
foreign	fra	œdœologie
entry	Æger	1707		0
orth	Æger	lat
foreign	fra	malade
entry	Ægias, ægis	1707		0
orth	Ægias	lat
orth	ægis	lat
foreign	fra	taie
entry	Ægilops	1707		0
orth	Ægilops	lat
foreign	fra	œgilops
entry	Ægoceros	1707		0
orth	Ægoceros	lat
foreign	fra	fenugreç
entry	Ægritudo	1707		0
orth	Ægritudo	lat
foreign	fra	maladie
entry	Ægrotatio	1707		0
orth	Ægrotatio	lat
foreign	fra	maladie
foreign	fra	indisposition
entry	Ægyptiacum unguentum	1707		0
orth	Ægyptiacum unguentum	lat
foreign	fra	onguent égyptiac
entry	Æquivoca generatio	1707		0
orth	Æquivoca generatio	lat
foreign	fra	génération équivoque
entry	Aer	1707		0
orth	Aer	lat
foreign	fra	air
entry	Aeromeli	1707		0
orth	Aeromeli	lat
entry	Aerophobia	1707		0
orth	Aerophobia	lat
foreign	fra	aérophobie
entry	Ærugineus, æruginosus	1707		0
orth	Ærugineus	lat
orth	æruginosus	lat
foreign	fra	érugineux
entry	Ærugo	1707		0
orth	Ærugo	lat
foreign	fra	rouille de cuivre
foreign	fra	verdet
foreign	fra	V. cuivre
pb	1708	https://www.biusante.parisdescartes.fr/iiif/2/bibnum:37020d:1722/full/full/0/default.jpg	https://www.biusante.parisdescartes.fr/histmed/medica/page?37020d&p=1722
entry	Æsculus	1708		0
orth	Æsculus	lat
foreign	fra	sorte de chêne
entry	Æstheterium	1708		0
orth	Æstheterium	lat
foreign	fra	sens
foreign	fra	sensorium
entry	Æstivalis	1708		0
orth	Æstivalis	lat
foreign	fra	d’été
entry	Æstuatio	1708		0
orth	Æstuatio	lat
foreign	fra	effervescence
entry	Æstus	1708		0
orth	Æstus	lat
foreign	fra	grande chaleur
entry	Ætas	1708		0
orth	Ætas	lat
foreign	fra	âge
entry	Æther	1708		0
orth	Æther	lat
foreign	fra	éther
entry	Æthiops	1708		0
orth	Æthiops	lat
foreign	fra	poudre noi^e
entry	Æthusa	1708		0
orth	Æthusa	lat
foreign	fra	petite ciguë
entry	Ætiologia	1708		0
orth	Ætiologia	lat
foreign	fra	étiologie
entry	Aetites	1708		0
orth	Aetites	lat
foreign	fra	aélite
entry	Affectio, affectus	1708		0
orth	Affectio	lat
orth	affectus	lat
foreign	fra	affection
entry	Affinitas	1708		0
orth	Affinitas	lat
foreign	fra	affinité
entry	Afflictio	1708		0
orth	Afflictio	lat
foreign	fra	abattement
entry	Affusio	1708		0
orth	Affusio	lat
foreign	fra	affusion
entry	Agalactia	1708		0
orth	Agalactia	lat
foreign	fra	agalactie
entry	Agamia	1708		0
orth	Agamia	lat
foreign	fra	agamie
entry	Agaricum	1708		0
orth	Agaricum	lat
foreign	fra	agaric
entry	Agenesis	1708		0
orth	Agenesis	lat
foreign	fra	agénésie
entry	Agerasia	1708		0
orth	Agerasia	lat
foreign	fra	agérasie
entry	Ageustia	1708		0
orth	Ageustia	lat
foreign	fra	ageustie
entry	Agglutinans	1708		0
orth	Agglutinans	lat
foreign	fra	agglutinant
entry	Agnina tunica	1708		0
orth	Agnina tunica	lat
foreign	fra	amnios
entry	Agnus castus	1708		0
orth	Agnus castus	lat
foreign	fra	agnus-castus
entry	Agonia	1708		0
orth	Agonia	lat
foreign	fra	agonie
foreign	fra	angoisse
foreign	fra	stérilité
entry	Agonus	1708		0
orth	Agonus	lat
foreign	fra	stérile
entry	Agrifolium, aquifolium	1708		0
orth	Agrifolium	lat
orth	aquifolium	spa
foreign	fra	houx
entry	Agrimonia	1708		0
orth	Agrimonia	lat
foreign	fra	aigremoine
entry	Agrippa	1708		0
orth	Agrippa	lat
entry	Agrostis	1708		0
orth	Agrostis	lat
foreign	fra	gramen
entry	Agrypnia	1708		0
orth	Agrypnia	lat
foreign	fra	insomnie
entry	Agrypnocoma	1708		0
orth	Agrypnocoma	lat
foreign	fra	coma vigil
entry	Agyrta	1708		0
orth	Agyrta	lat
foreign	fra	charlatan
entry	Ahenum	1708		0
orth	Ahenum	lat
foreign	fra	chaudron
entry	Aïpathia	1708		0
orth	Aïpathia	lat
foreign	fra	affection continue
entry	Aïzoon	1708		0
orth	Aïzoon	lat
foreign	fra	joubarbe
entry	Ala	1708		0
orth	Ala	lat
foreign	fra	aisselle
foreign	fra	aile
entry	Alabastrum, alabastrites	1708		0
orth	Alabastrum	lat
orth	alabastrites	lat
foreign	fra	albâtre
entry	Alares musculi	1708		0
orth	Alares musculi	lat
foreign	fra	ptéry gordiens
entry	Alaria ossa	1708		0
orth	Alaria ossa	lat
foreign	fra	apophyses ptéry g dides
entry	Alatus	1708		0
orth	Alatus	lat
foreign	fra	ailé
entry	Albugineus	1708		0
orth	Albugineus	lat
foreign	fra	albugine
entry	Album canis	1708		0
orth	Album canis	lat
foreign	fra	excrément de chien
entry	Album oculi	1708		0
orth	Album oculi	lat
foreign	fra	blanc de l’œil
entry	Album Rhasis	1708		0
orth	Album Rhasis	lat
foreign	fra	blanc de Rhazès
foreign	fra	sorte d’onguent
entry	Albumen	1708		0
orth	Albumen	lat
foreign	fra	albumine
entry	Alburnum	1708		0
orth	Alburnum	lat
foreign	fra	aubier
entry	Alcea	1708		0
orth	Alcea	lat
foreign	fra	dlcée
entry	Alectorius lapis	1708		0
orth	Alectorius lapis	lat
entry	Alectorolophis	1708		0
orth	Alectorolophis	lat
foreign	fra	crête de coq
entry	Alexeterius	1708		0
orth	Alexeterius	lat
foreign	fra	alexétère
entry	Alexicacum	1708		0
orth	Alexicacum	lat
foreign	fra	amulette
entry	Alexipharmacus	1708		0
orth	Alexipharmacus	lat
foreign	fra	alexipharmaque
entry	Alexipyreticus, alexipyretus	1708		0
orth	Alexipyreticus	lat
orth	alexipyretus	lat
foreign	fra	alexipyrétique
entry	Aiga	1708		0
orth	Aiga	lat
foreign	fra	aigue
entry	Algida febris	1708		0
orth	Algida febris	lat
foreign	fra	fièvre algide
entry	Algor	1708		0
orth	Algor	lat
foreign	fra	sentiment de froid
entry	Alibilis	1708		0
orth	Alibilis	lat
foreign	fra	alibile
foreign	fra	nutritif
entry	Alica	1708		0
orth	Alica	lat
foreign	fra	sorte de gruau
entry	Alienatio mentis^	1708		0
orth	Alienatio mentis^	lat
foreign	fra	aliénation
foreign	fra	manie
entry	Aliformes musculi	1708		0
orth	Aliformes musculi	lat
foreign	fra	ptéry goïdiens
entry	Alimentum	1708		0
orth	Alimentum	lat
foreign	fra	aliment
entry	Alindesis	1708		0
orth	Alindesis	lat
entry	Alipta	1708		0
orth	Alipta	lat
foreign	fra	celui qui fait des onctions
entry	Alisma	1708		0
orth	Alisma	lat
foreign	fra	flûteau
foreign	fra	plante
entry	Alites	1708		0
orth	Alites	lat
foreign	fra	oiseaux
entry	Allantois	1708		0
orth	Allantois	lat
foreign	fra	allantoïde
entry	Allium	1708		0
orth	Allium	lat
foreign	fra	ail
entry	Allœoticum medicamentum	1708		0
orth	Allœoticum medicamentum	lat
foreign	fra	remède altérant
entry	Allotriophagia	1708		0
orth	Allotriophagia	lat
foreign	fra	allotriophagie
entry	Alnus	1708		0
orth	Alnus	lat
foreign	fra	aune
foreign	fra	arbre
entry	Aloe	1708		0
orth	Aloe	lat
foreign	fra	aloès
entry	Alogotrophia	1708		0
orth	Alogotrophia	lat
foreign	fra	alogotrophie
entry	Alopecia	1708		0
orth	Alopecia	lat
foreign	fra	alopécie
entry	Alosa, alausa	1708		0
orth	Alosa	lat
orth	alausa	lat
foreign	fra	alose
entry	Alphitedon	1708		0
orth	Alphitedon	lat
foreign	fra	alphitédon
foreign	fra	se dit d’une fracture comminutive
entry	Alphus	1708		0
orth	Alphus	lat
foreign	fra	alphos
entry	Alsine	1708		0
orth	Alsine	lat
foreign	fra	morgeline
foreign	fra	plante
entry	Alterans	1708		0
orth	Alterans	lat
foreign	fra	altérant
entry	Alteratio	1708		0
orth	Alteratio	lat
foreign	fra	altération
entry	Altercum	1708		0
orth	Altercum	lat
foreign	fra	jusquiame
entry	Althæa	1708		0
orth	Althæa	lat
foreign	fra	althée
entry	Alumen	1708		0
orth	Alumen	lat
foreign	fra	alun
entry	Aluta	1708		0
orth	Aluta	lat
foreign	fra	cuir
entry	Alvearium	1708		0
orth	Alvearium	lat
foreign	fra	trou de l’oreille
entry	Alveolus	1708		0
orth	Alveolus	lat
foreign	fra	alvéole
entry	Alveus ampullascens	1708		0
orth	Alveus ampullascens	lat
entry	Alviduca	1708		0
orth	Alviduca	lat
foreign	fra	les purgatifs
entry	Alvinus	1708		0
orth	Alvinus	lat
foreign	fra	alvin
entry	Al vi profluvium	1708		0
orth	Al vi profluvium	lat
foreign	fra	cours de ventre
entry	Alvus	1708		0
orth	Alvus	lat
foreign	fra	ventre
entry	Alysmus	1708		0
orth	Alysmus	lat
foreign	fra	anxiété
entry	Amaracum	1708		0
orth	Amaracum	lat
foreign	fra	espèce de marjolaine
entry	Amarantus	1708		0
orth	Amarantus	lat
foreign	fra	amarante
entry	Amaritudo, amaror	1708		0
orth	Amaritudo	lat
orth	amaror	lat
foreign	fra	amertume
entry	Amarus	1708		0
orth	Amarus	lat
foreign	fra	amer
entry	Amatoria febris	1708		0
orth	Amatoria febris	lat
foreign	fra	chlorose
entry	Amatorii musculi (Casserius)	1708		0
orth	Amatorii musculi (Casserius)	lat
foreign	fra	muscles obliques de l’œil
entry	Amaurosis	1708		0
orth	Amaurosis	lat
foreign	fra	amaurose
foreign	fra	goutte sereine
entry	Ambe	1708		0
orth	Ambe	lat
foreign	fra	ambe
foreign	fra	ambi
entry	Ambloticus	1708		0
orth	Ambloticus	lat
foreign	fra	abortif
entry	Amblyopia	1708		0
orth	Amblyopia	lat
foreign	fra	amblyopie
entry	Ambulatio	1708		0
orth	Ambulatio	lat
foreign	fra	caractère serpigineux
entry	Ambulo, onis	1708		0
orth	Ambulo, onis	lat
entry	Ambustio	1708		0
orth	Ambustio	lat
foreign	fra	brûlure
entry	Amenorrhoea	1708		0
orth	Amenorrhoea	lat
foreign	fra	aménorrhée
entry	Amentia	1708		0
orth	Amentia	lat
foreign	fra	folie
entry	Amentum	1708		0
orth	Amentum	lat
foreign	fra	chaton
entry	Amethysta	1708		0
orth	Amethysta	lat
foreign	fra	médicaments
foreign	fra	remèdes contre l’ivresse
entry	Amiantus	1708		0
orth	Amiantus	lat
foreign	fra	amiante
entry	Ammochosia	1708		0
orth	Ammochosia	lat
foreign	fra	bain de sable
entry	Ammoniacum	1708		0
orth	Ammoniacum	lat
foreign	fra	ammoniaque (gomme)
entry	Amnesia	1708		0
orth	Amnesia	lat
foreign	fra	amnésie
foreign	fra	oubli
entry	Amnion	1708		0
orth	Amnion	lat
foreign	fra	amnios
entry	Amomum	1708		0
orth	Amomum	lat
foreign	fra	amome
entry	Amphemerina febris	1708		0
orth	Amphemerina febris	lat
foreign	fra	fièvre quotidienne
entry	Amphiarthrosis	1708		0
orth	Amphiarthrosis	lat
foreign	fra	amphiarthrose
entry	Amphibius	1708		0
orth	Amphibius	lat
foreign	fra	amphibie
entry	Amphiblestroides	1708		0
orth	Amphiblestroides	lat
foreign	fra	amphiblestroïde
entry	Amphibranchia	1708		0
orth	Amphibranchia	lat
foreign	fra	les parties autour des amygdales
entry	Amphismile	1708		0
orth	Amphismile	lat
foreign	fra	couteau à deux tranchants
entry	Amphora	1708		0
orth	Amphora	lat
foreign	fra	vase à deux anses
entry	Amplexicaulis	1708		0
orth	Amplexicaulis	lat
foreign	fra	amplexicaulc
entry	Ampulla	1708		0
orth	Ampulla	lat
foreign	fra	fiole
entry	Amputatio	1708		0
orth	Amputatio	lat
foreign	fra	amputation
entry	Amuletum	1708		0
orth	Amuletum	lat
foreign	fra	amulette
entry	Amurca	1708		0
orth	Amurca	lat
foreign	fra	marc d’huile
entry	Amygdala et amygdalum	1708		0
orth	Amygdala et amygdalum	lat
foreign	fra	amande
entry	Amygdalæ	1708		0
orth	Amygdalæ	lat
foreign	fra	amygdales
entry	Amygdalus	1708		0
orth	Amygdalus	lat
foreign	fra	amandier
entry	Amylum	1708		0
orth	Amylum	lat
foreign	fra	amidon
entry	Anabasis	1708		0
orth	Anabasis	lat
foreign	fra	exacerbation
entry	Anabrochismus	1708		0
orth	Anabrochismus	lat
foreign	fra	anabrochisme
entry	Anabrosis	1708		0
orth	Anabrosis	lat
foreign	fra	anabrose
entry	Anacatharsis	1708		0
orth	Anacatharsis	lat
foreign	fra	expectoration
foreign	fra	évacuation par le haut
entry	Anacatharticus	1708		0
orth	Anacatharticus	lat
foreign	fra	anacathartique
entry	Anacollema	1708		0
orth	Anacollema	lat
entry	Anâctorion	1708		0
orth	Anâctorion	lat
foreign	fra	glaïeul
entry	Anadiplosis	1708		0
orth	Anadiplosis	lat
entry	Anæmia	1708		0
orth	Anæmia	lat
foreign	fra	anémie
entry	Anæsthesia	1708		0
orth	Anæsthesia	lat
foreign	fra	anesthésie
entry	Anagallis	1708		0
orth	Anagallis	lat
foreign	fra	mouron
entry	Analeptica	1708		0
orth	Analeptica	lat
foreign	fra	les analeptiquue
entry	Analogismus	1708		0
orth	Analogismus	lat
foreign	fra	raisonnement par analogie
entry	Analysis	1708		0
orth	Analysis	lat
foreign	fra	analyse
entry	Anamnesticus	1708		0
orth	Anamnesticus	lat
foreign	fra	anamnestique
foreign	fra	commémoratif
entry	Anaphonesis	1708		0
orth	Anaphonesis	lat
foreign	fra	élévation de la voix
entry	Anaphrodisia	1708		0
orth	Anaphrodisia	lat
foreign	fra	anaphrodisie
entry	Anaplerosis	1708		0
orth	Anaplerosis	lat
foreign	fra	réplétion
entry	Anarrhopia	1708		0
orth	Anarrhopia	lat
foreign	fra	fluxion vers le haut
entry	Anas	1708		0
orth	Anas	lat
foreign	fra	canard
entry	Anasarca	1708		0
orth	Anasarca	lat
foreign	fra	anasarque
entry	Anastomosis	1708		0
orth	Anastomosis	lat
foreign	fra	anastomose
entry	Anastomotica	1708		0
orth	Anastomotica	lat
foreign	fra	médicaments qui ouvrent lespores
entry	Anastrophe	1708		0
orth	Anastrophe	lat
foreign	fra	inversion
entry	Anatome, anatomia	1708		0
orth	Anatome	lat
orth	anatomia	lat
foreign	fra	anatomie
entry	Anaudia	1708		0
orth	Anaudia	lat
foreign	fra	aphonie
entry	Anchilops	1708		0
orth	Anchilops	lat
foreign	fra	anchilops
entry	Anchoralis processus	1708		0
orth	Anchoralis processus	lat
foreign	fra	apophyse coronoïde
entry	Anchusa	1708		0
orth	Anchusa	lat
foreign	fra	buglosse
entry	Ancon	1708		0
orth	Ancon	lat
foreign	fra	coude
entry	Anderes	1708		0
orth	Anderes	lat
foreign	fra	boucles
entry	Ancyle	1708		0
orth	Ancyle	lat
foreign	fra	ankylosé
entry	Ancyloblepharum	1708		0
orth	Ancyloblepharum	lat
foreign	fra	occlusion des paupières
entry	Ancyloglossus	1708		0
orth	Ancyloglossus	lat
foreign	fra	difficulté de parler
pb	1709	https://www.biusante.parisdescartes.fr/iiif/2/bibnum:37020d:1723/full/full/0/default.jpg	https://www.biusante.parisdescartes.fr/histmed/medica/page?37020d&p=1723
entry	Ancylosis	1709		0
orth	Ancylosis	lat
foreign	fra	ankylosé
entry	Ancylotomus	1709		0
orth	Ancylotomus	lat
foreign	fra	an cy latome
entry	Ancyroides	1709		0
orth	Ancyroides	lat
foreign	fra	ancyrdide
entry	Androgynus	1709		0
orth	Androgynus	lat
foreign	fra	androgyne
entry	Anemius furnus	1709		0
orth	Anemius furnus	lat
entry	Anemometrum	1709		0
orth	Anemometrum	lat
foreign	fra	anémomètre
entry	Anemone	1709		0
orth	Anemone	lat
foreign	fra	anémone
entry	Anemoscopium	1709		0
orth	Anemoscopium	lat
foreign	fra	anémoscope
entry	Anethum	1709		0
orth	Anethum	lat
foreign	fra	fenouil
entry	Aneticus	1709		0
orth	Aneticus	lat
foreign	fra	où il y a rémission
entry	Aneurysma	1709		0
orth	Aneurysma	lat
foreign	fra	anévrysme
entry	Angina	1709		0
orth	Angina	lat
foreign	fra	angine
foreign	fra	esquinancie
entry	Angiographia	1709		0
orth	Angiographia	lat
foreign	fra	angiographie
entry	Angiologia	1709		0
orth	Angiologia	lat
foreign	fra	angiologie
entry	Angiostegnotica	1709		0
orth	Angiostegnotica	lat
entry	Angiotomia	1709		0
orth	Angiotomia	lat
foreign	fra	angiotomie
entry	Anglicus sudor	1709		0
orth	Anglicus sudor	lat
foreign	fra	suetle
entry	Angor	1709		0
orth	Angor	lat
foreign	fra	angoisse
foreign	fra	esquinancie
entry	Anguilla	1709		0
orth	Anguilla	lat
foreign	fra	anguille
entry	Anguis	1709		0
orth	Anguis	lat
foreign	fra	serpent
entry	Angulus	1709		0
orth	Angulus	lat
foreign	fra	coin
foreign	fra	angle
entry	Angustatio, angustia	1709		0
orth	Angustatio	lat
orth	angustia	lat
foreign	fra	angustie
entry	Anhelatio	1709		0
orth	Anhelatio	lat
foreign	fra	anhilation
foreign	fra	asthme
entry	Anhelitus	1709		0
orth	Anhelitus	lat
foreign	fra	haleine
entry	Anima	1709		0
orth	Anima	lat
foreign	fra	âme
entry	Animal	1709		0
orth	Animal	lat
foreign	fra	animal
entry	Animalculum	1709		0
orth	Animalculum	lat
foreign	fra	animalcule
entry	Animatio	1709		0
orth	Animatio	lat
foreign	fra	animation
entry	Animi deliquium	1709		0
orth	Animi deliquium	lat
foreign	fra	lipothymie
entry	Ani scalptor musculus, Ani scalptorlatissimus	1709		0
orth	Ani scalptor musculus	lat
orth	Ani scalptorlatissimus	lat
foreign	fra	le grand dorsal
entry	Anisum	1709		0
orth	Anisum	lat
foreign	fra	anis
entry	Annularis	1709		0
orth	Annularis	lat
foreign	fra	annulaire
entry	Annulatus	1709		0
orth	Annulatus	lat
foreign	fra	annelé
entry	Annulus	1709		0
orth	Annulus	lat
foreign	fra	anneau
entry	Annulus osseus	1709		0
orth	Annulus osseus	lat
entry	Annus climactericus	1709		0
orth	Annus climactericus	lat
foreign	fra	année clima- - térique
entry	Anodynus	1709		0
orth	Anodynus	lat
foreign	fra	anodin
entry	Anomala febris	1709		0
orth	Anomala febris	lat
foreign	fra	fièvre anomale
entry	Anomalia	1709		0
orth	Anomalia	lat
foreign	fra	anomalie
entry	Anomalus	1709		0
orth	Anomalus	lat
foreign	fra	anomal
entry	Anomœomeres	1709		0
orth	Anomœomeres	lat
foreign	fra	hétérogène
entry	Anorexia	1709		0
orth	Anorexia	lat
foreign	fra	anorexie
foreign	fra	inappétence
entry	Anosmia	1709		0
orth	Anosmia	lat
foreign	fra	anosmie
entry	Anosphresia	1709		0
orth	Anosphresia	lat
foreign	fra	perte de l’olfaction
entry	Ansa capitis	1709		0
orth	Ansa capitis	lat
foreign	fra	l’apophyse zygomatique
entry	Anser	1709		0
orth	Anser	lat
foreign	fra	oie
entry	Antagonismus	1709		0
orth	Antagonismus	lat
foreign	fra	antagonisme
entry	Antagonista	1709		0
orth	Antagonista	lat
foreign	fra	antagoniste
entry	Antalgicus	1709		0
orth	Antalgicus	lat
foreign	fra	antalgique
entry	Antaphrodisiacus	1709		0
orth	Antaphrodisiacus	lat
foreign	fra	antaphrodisiaque
entry	Antecedens	1709		0
orth	Antecedens	lat
foreign	fra	antécédent
entry	Antemeticus	1709		0
orth	Antemeticus	lat
foreign	fra	antémé tique
entry	Anteponens febris	1709		0
orth	Anteponens febris	lat
foreign	fra	fièvre anticipante
entry	Anthelix	1709		0
orth	Anthelix	lat
foreign	fra	anthélix
entry	Anthelminthicus	1709		0
orth	Anthelminthicus	lat
foreign	fra	anthelminthique
entry	Anthemis	1709		0
